ward,precinct,total,Richard A. Devine,Richard A. Devine Percent,Tommy H. Brewer,Tommy H. Brewer Percent,precinct_id
49,33,143,112,78.32,31,21.68,49033
49,34,125,90,72.0,35,28.0,49034
49,35,201,151,75.12,50,24.88,49035
49,36,192,139,72.4,53,27.6,49036
49,37,83,69,83.13,14,16.87,49037
49,38,100,72,72.0,28,28.0,49038
49,39,111,78,70.27,33,29.73,49039
49,40,120,98,81.67,22,18.33,49040
49,41,145,124,85.52,21,14.48,49041
49,42,150,115,76.67,35,23.33,49042
49,43,158,108,68.35,50,31.65,49043
49,44,166,142,85.54,24,14.46,49044
50,1,231,206,89.18,25,10.82,50001
50,2,183,153,83.61,30,16.39,50002
50,3,172,157,91.28,15,8.72,50003
50,4,148,131,88.51,17,11.49,50004
50,5,167,152,91.02,15,8.98,50005
50,6,123,97,78.86,26,21.14,50006
50,7,227,189,83.26,38,16.74,50007
50,8,133,112,84.21,21,15.79,50008
50,9,146,131,89.73,15,10.27,50009
50,10,153,136,88.89,17,11.11,50010
50,11,141,125,88.65,16,11.35,50011
50,12,170,153,90.0,17,10.0,50012
50,13,179,141,78.77,38,21.23,50013
50,14,112,96,85.71,16,14.29,50014
50,15,202,168,83.17,34,16.83,50015
50,16,114,103,90.35,11,9.65,50016
50,17,123,108,87.8,15,12.2,50017
50,18,148,128,86.49,20,13.51,50018
50,19,121,99,81.82,22,18.18,50019
50,20,132,116,87.88,16,12.12,50020
50,21,193,165,85.49,28,14.51,50021
50,22,141,94,66.67,47,33.33,50022
50,23,70,61,87.14,9,12.86,50023
50,24,154,125,81.17,29,18.83,50024
50,25,139,127,91.37,12,8.63,50025
50,26,103,85,82.52,18,17.48,50026
50,27,69,62,89.86,7,10.14,50027
50,28,107,81,75.7,26,24.3,50028
50,29,169,136,80.47,33,19.53,50029
50,30,143,123,86.01,20,13.99,50030
50,31,86,82,95.35,4,4.65,50031
50,32,96,68,70.83,28,29.17,50032
50,33,83,72,86.75,11,13.25,50033
50,34,87,62,71.26,25,28.74,50034
50,35,200,180,90.0,20,10.0,50035
50,36,175,141,80.57,34,19.43,50036
50,37,186,160,86.02,26,13.98,50037
50,38,132,118,89.39,14,10.61,50038
50,39,148,133,89.86,15,10.14,50039
50,40,147,130,88.44,17,11.56,50040
50,41,190,169,88.95,21,11.05,50041
50,42,201,156,77.61,45,22.39,50042
50,43,132,104,78.79,28,21.21,50043
50,44,143,127,88.81,16,11.19,50044
50,45,84,71,84.52,13,15.48,50045
