ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,Jerry Orbach,Jerry Orbach Percent,precinct_id
49,33,150,113,75.33,37,24.67,49033
49,34,141,118,83.69,23,16.31,49034
49,35,194,139,71.65,55,28.35,49035
49,36,204,158,77.45,46,22.55,49036
49,37,83,59,71.08,24,28.92,49037
49,38,112,99,88.39,13,11.61,49038
49,39,114,86,75.44,28,24.56,49039
49,40,134,92,68.66,42,31.34,49040
49,41,147,91,61.9,56,38.1,49041
49,42,154,124,80.52,30,19.48,49042
49,43,162,136,83.95,26,16.05,49043
49,44,163,126,77.3,37,22.7,49044
50,1,232,78,33.62,154,66.38,50001
50,2,192,89,46.35,103,53.65,50002
50,3,157,67,42.68,90,57.32,50003
50,4,155,66,42.58,89,57.42,50004
50,5,171,68,39.77,103,60.23,50005
50,6,124,70,56.45,54,43.55,50006
50,7,213,115,53.99,98,46.01,50007
50,8,130,60,46.15,70,53.85,50008
50,9,137,72,52.55,65,47.45,50009
50,10,147,53,36.05,94,63.95,50010
50,11,146,49,33.56,97,66.44,50011
50,12,175,20,11.43,155,88.57,50012
50,13,181,102,56.35,79,43.65,50013
50,14,119,26,21.85,93,78.15,50014
50,15,198,102,51.52,96,48.48,50015
50,16,128,27,21.09,101,78.91,50016
50,17,127,53,41.73,74,58.27,50017
50,18,147,69,46.94,78,53.06,50018
50,19,122,63,51.64,59,48.36,50019
50,20,118,70,59.32,48,40.68,50020
50,21,171,89,52.05,82,47.95,50021
50,22,149,96,64.43,53,35.57,50022
50,23,71,33,46.48,38,53.52,50023
50,24,168,85,50.6,83,49.4,50024
50,25,142,50,35.21,92,64.79,50025
50,26,106,55,51.89,51,48.11,50026
50,27,91,22,24.18,69,75.82,50027
50,28,167,68,40.72,99,59.28,50028
50,29,159,80,50.31,79,49.69,50029
50,30,144,45,31.25,99,68.75,50030
50,31,94,16,17.02,78,82.98,50031
50,32,97,72,74.23,25,25.77,50032
50,33,84,49,58.33,35,41.67,50033
50,34,121,61,50.41,60,49.59,50034
50,35,177,105,59.32,72,40.68,50035
50,36,167,91,54.49,76,45.51,50036
50,37,170,111,65.29,59,34.71,50037
50,38,143,30,20.98,113,79.02,50038
50,39,165,49,29.7,116,70.3,50039
50,40,162,48,29.63,114,70.37,50040
50,41,195,60,30.77,135,69.23,50041
50,42,190,95,50.0,95,50.0,50042
50,43,127,78,61.42,49,38.58,50043
50,44,154,51,33.12,103,66.88,50044
50,45,86,23,26.74,63,73.26,50045
