ward,precinct,total,Leslie Geissler Munger,Leslie Geissler Munger Percent,Susana Mendoza,Susana Mendoza Percent,Claire Ball,Claire Ball Percent,Tim Curtin,Tim Curtin Percent,precinct_id
41,44,568,329,57.92,212,37.32,16,2.82,11,1.94,41044
41,45,527,224,42.5,261,49.53,24,4.55,18,3.42,41045
41,46,542,274,50.55,229,42.25,16,2.95,23,4.24,41046
41,47,545,237,43.49,272,49.91,15,2.75,21,3.85,41047
42,1,608,277,45.56,318,52.3,9,1.48,4,0.66,42001
42,2,754,277,36.74,433,57.43,26,3.45,18,2.39,42002
42,3,713,232,32.54,432,60.59,27,3.79,22,3.09,42003
42,4,1214,480,39.54,671,55.27,39,3.21,24,1.98,42004
42,5,548,215,39.23,306,55.84,23,4.2,4,0.73,42005
42,6,639,229,35.84,368,57.59,19,2.97,23,3.6,42006
42,7,782,352,45.01,400,51.15,17,2.17,13,1.66,42007
42,8,600,214,35.67,354,59.0,16,2.67,16,2.67,42008
42,9,751,206,27.43,474,63.12,43,5.73,28,3.73,42009
42,10,853,286,33.53,508,59.55,34,3.99,25,2.93,42010
42,11,463,241,52.05,208,44.92,10,2.16,4,0.86,42011
42,12,553,243,43.94,289,52.26,16,2.89,5,0.9,42012
42,13,549,236,42.99,282,51.37,22,4.01,9,1.64,42013
42,14,850,386,45.41,420,49.41,32,3.76,12,1.41,42014
42,15,604,279,46.19,295,48.84,19,3.15,11,1.82,42015
42,16,700,235,33.57,393,56.14,42,6.0,30,4.29,42016
42,17,961,416,43.29,499,51.93,36,3.75,10,1.04,42017
42,18,868,343,39.52,484,55.76,33,3.8,8,0.92,42018
42,19,854,393,46.02,421,49.3,28,3.28,12,1.41,42019
42,20,739,317,42.9,382,51.69,26,3.52,14,1.89,42020
42,21,696,256,36.78,409,58.76,23,3.3,8,1.15,42021
42,22,388,183,47.16,184,47.42,16,4.12,5,1.29,42022
42,23,734,350,47.68,352,47.96,23,3.13,9,1.23,42023
42,24,674,283,41.99,363,53.86,18,2.67,10,1.48,42024
42,25,746,313,41.96,384,51.47,25,3.35,24,3.22,42025
42,26,809,316,39.06,442,54.64,33,4.08,18,2.22,42026
42,27,479,164,34.24,275,57.41,23,4.8,17,3.55,42027
42,28,763,299,39.19,427,55.96,22,2.88,15,1.97,42028
42,29,733,308,42.02,382,52.11,27,3.68,16,2.18,42029
42,30,555,288,51.89,248,44.68,11,1.98,8,1.44,42030
42,31,864,346,40.05,466,53.94,34,3.94,18,2.08,42031
42,32,737,351,47.63,346,46.95,29,3.93,11,1.49,42032
42,33,751,201,26.76,485,64.58,41,5.46,24,3.2,42033
42,34,601,316,52.58,276,45.92,6,1.0,3,0.5,42034
42,35,914,297,32.49,562,61.49,39,4.27,16,1.75,42035
42,36,1107,411,37.13,628,56.73,52,4.7,16,1.45,42036
42,37,521,226,43.38,280,53.74,11,2.11,4,0.77,42037
42,38,644,247,38.35,350,54.35,28,4.35,19,2.95,42038
42,39,783,300,38.31,451,57.6,24,3.07,8,1.02,42039
42,40,929,330,35.52,547,58.88,36,3.88,16,1.72,42040
42,41,704,232,32.95,425,60.37,32,4.55,15,2.13,42041
42,42,1073,324,30.2,675,62.91,54,5.03,20,1.86,42042
43,1,357,118,33.05,221,61.9,10,2.8,8,2.24,43001
43,2,672,279,41.52,358,53.27,23,3.42,12,1.79,43002
43,3,645,289,44.81,330,51.16,17,2.64,9,1.4,43003
43,4,881,382,43.36,462,52.44,25,2.84,12,1.36,43004
43,5,595,267,44.87,296,49.75,29,4.87,3,0.5,43005
43,6,506,199,39.33,282,55.73,21,4.15,4,0.79,43006
43,7,425,157,36.94,240,56.47,15,3.53,13,3.06,43007
43,8,524,198,37.79,303,57.82,15,2.86,8,1.53,43008
43,9,682,290,42.52,360,52.79,19,2.79,13,1.91,43009
43,10,764,331,43.32,405,53.01,16,2.09,12,1.57,43010
43,11,637,308,48.35,297,46.62,22,3.45,10,1.57,43011
43,12,462,168,36.36,266,57.58,20,4.33,8,1.73,43012
43,13,641,190,29.64,410,63.96,25,3.9,16,2.5,43013
43,14,632,270,42.72,320,50.63,27,4.27,15,2.37,43014
43,15,724,295,40.75,391,54.01,17,2.35,21,2.9,43015
43,16,775,283,36.52,436,56.26,31,4.0,25,3.23,43016
43,17,552,262,47.46,264,47.83,18,3.26,8,1.45,43017
43,18,729,330,45.27,368,50.48,17,2.33,14,1.92,43018
43,19,716,279,38.97,390,54.47,32,4.47,15,2.09,43019
43,20,708,260,36.72,406,57.34,28,3.95,14,1.98,43020
43,21,684,267,39.04,375,54.82,23,3.36,19,2.78,43021
43,22,471,166,35.24,271,57.54,19,4.03,15,3.18,43022
43,23,471,162,34.39,284,60.3,15,3.18,10,2.12,43023
43,24,541,208,38.45,298,55.08,17,3.14,18,3.33,43024
43,25,518,168,32.43,325,62.74,18,3.47,7,1.35,43025
43,26,420,154,36.67,243,57.86,7,1.67,16,3.81,43026
43,27,631,252,39.94,340,53.88,20,3.17,19,3.01,43027
43,28,821,299,36.42,482,58.71,23,2.8,17,2.07,43028
43,29,665,259,38.95,374,56.24,22,3.31,10,1.5,43029
43,30,828,288,34.78,493,59.54,22,2.66,25,3.02,43030
43,31,644,223,34.63,386,59.94,20,3.11,15,2.33,43031
43,32,730,260,35.62,424,58.08,29,3.97,17,2.33,43032
43,33,675,328,48.59,328,48.59,9,1.33,10,1.48,43033
43,34,471,181,38.43,262,55.63,23,4.88,5,1.06,43034
43,35,745,353,47.38,364,48.86,20,2.68,8,1.07,43035
43,36,392,143,36.48,221,56.38,23,5.87,5,1.28,43036
43,37,777,217,27.93,495,63.71,40,5.15,25,3.22,43037
43,38,564,289,51.24,248,43.97,15,2.66,12,2.13,43038
43,39,728,236,32.42,448,61.54,21,2.88,23,3.16,43039
43,40,512,163,31.84,306,59.77,22,4.3,21,4.1,43040
43,41,850,310,36.47,489,57.53,22,2.59,29,3.41,43041
43,42,625,193,30.88,388,62.08,38,6.08,6,0.96,43042
43,43,689,340,49.35,323,46.88,15,2.18,11,1.6,43043
43,44,630,262,41.59,332,52.7,24,3.81,12,1.9,43044
43,45,393,163,41.48,223,56.74,5,1.27,2,0.51,43045
43,46,384,149,38.8,213,55.47,15,3.91,7,1.82,43046
44,1,1082,274,25.32,729,67.38,42,3.88,37,3.42,44001
44,2,695,222,31.94,433,62.3,22,3.17,18,2.59,44002
44,3,422,150,35.55,264,62.56,3,0.71,5,1.18,44003
44,4,639,174,27.23,433,67.76,23,3.6,9,1.41,44004
44,5,753,186,24.7,532,70.65,15,1.99,20,2.66,44005
44,6,873,210,24.05,603,69.07,30,3.44,30,3.44,44006
44,7,493,205,41.58,255,51.72,19,3.85,14,2.84,44007
44,8,894,253,28.3,577,64.54,33,3.69,31,3.47,44008
44,9,652,231,35.43,374,57.36,29,4.45,18,2.76,44009
44,10,699,242,34.62,405,57.94,28,4.01,24,3.43,44010
44,11,755,255,33.77,438,58.01,39,5.17,23,3.05,44011
44,12,742,201,27.09,506,68.19,19,2.56,16,2.16,44012
44,13,600,240,40.0,328,54.67,20,3.33,12,2.0,44013
44,14,647,183,28.28,426,65.84,24,3.71,14,2.16,44014
44,15,638,167,26.18,425,66.61,24,3.76,22,3.45,44015
44,16,765,257,33.59,459,60.0,32,4.18,17,2.22,44016
44,17,880,208,23.64,615,69.89,32,3.64,25,2.84,44017
44,18,703,223,31.72,439,62.45,23,3.27,18,2.56,44018
44,19,815,205,25.15,552,67.73,35,4.29,23,2.82,44019
44,20,719,185,25.73,475,66.06,34,4.73,25,3.48,44020
44,21,811,197,24.29,550,67.82,40,4.93,24,2.96,44021
44,22,725,224,30.9,460,63.45,27,3.72,14,1.93,44022
44,23,700,161,23.0,487,69.57,31,4.43,21,3.0,44023
44,24,508,164,32.28,321,63.19,14,2.76,9,1.77,44024
44,25,701,227,32.38,425,60.63,32,4.56,17,2.43,44025
44,26,783,197,25.16,530,67.69,33,4.21,23,2.94,44026
44,27,780,235,30.13,494,63.33,29,3.72,22,2.82,44027
44,28,703,152,21.62,487,69.27,31,4.41,33,4.69,44028
44,29,794,268,33.75,473,59.57,42,5.29,11,1.39,44029
44,30,792,277,34.97,488,61.62,22,2.78,5,0.63,44030
44,31,628,176,28.03,396,63.06,37,5.89,19,3.03,44031
44,32,812,255,31.4,500,61.58,34,4.19,23,2.83,44032
44,33,705,119,16.88,554,78.58,22,3.12,10,1.42,44033
44,34,726,170,23.42,502,69.15,25,3.44,29,3.99,44034
44,35,802,263,32.79,492,61.35,31,3.87,16,2.0,44035
44,36,726,197,27.13,488,67.22,21,2.89,20,2.75,44036
44,37,755,189,25.03,517,68.48,24,3.18,25,3.31,44037
44,38,713,243,34.08,407,57.08,41,5.75,22,3.09,44038
44,39,705,260,36.88,400,56.74,29,4.11,16,2.27,44039
44,40,687,276,40.17,365,53.13,25,3.64,21,3.06,44040
44,41,894,215,24.05,609,68.12,45,5.03,25,2.8,44041
45,1,442,82,18.55,309,69.91,25,5.66,26,5.88,45001
45,2,451,84,18.63,321,71.18,25,5.54,21,4.66,45002
45,3,482,128,26.56,313,64.94,23,4.77,18,3.73,45003
45,4,629,173,27.5,404,64.23,27,4.29,25,3.97,45004
45,5,516,154,29.84,322,62.4,17,3.29,23,4.46,45005
45,6,637,188,29.51,396,62.17,23,3.61,30,4.71,45006
45,7,736,224,30.43,464,63.04,22,2.99,26,3.53,45007
45,8,534,128,23.97,356,66.67,24,4.49,26,4.87,45008
45,9,552,145,26.27,358,64.86,25,4.53,24,4.35,45009
45,10,564,164,29.08,353,62.59,18,3.19,29,5.14,45010
45,11,418,84,20.1,296,70.81,29,6.94,9,2.15,45011
45,12,510,131,25.69,324,63.53,27,5.29,28,5.49,45012
45,13,447,138,30.87,262,58.61,26,5.82,21,4.7,45013
45,14,686,180,26.24,447,65.16,16,2.33,43,6.27,45014
45,15,626,172,27.48,396,63.26,24,3.83,34,5.43,45015
45,16,445,145,32.58,262,58.88,16,3.6,22,4.94,45016
45,17,584,205,35.1,317,54.28,29,4.97,33,5.65,45017
45,18,567,208,36.68,319,56.26,19,3.35,21,3.7,45018
45,19,301,78,25.91,194,64.45,9,2.99,20,6.64,45019
45,20,401,115,28.68,233,58.1,31,7.73,22,5.49,45020
45,21,470,177,37.66,254,54.04,22,4.68,17,3.62,45021
45,22,500,177,35.4,285,57.0,18,3.6,20,4.0,45022
45,23,511,200,39.14,271,53.03,26,5.09,14,2.74,45023
45,24,414,158,38.16,218,52.66,22,5.31,16,3.86,45024
45,25,338,140,41.42,167,49.41,11,3.25,20,5.92,45025
45,26,296,144,48.65,132,44.59,12,4.05,8,2.7,45026
45,27,491,189,38.49,268,54.58,16,3.26,18,3.67,45027
45,28,441,162,36.73,243,55.1,16,3.63,20,4.54,45028
45,29,345,120,34.78,190,55.07,18,5.22,17,4.93,45029
45,30,502,138,27.49,325,64.74,18,3.59,21,4.18,45030
45,31,419,131,31.26,253,60.38,15,3.58,20,4.77,45031
45,32,447,132,29.53,280,62.64,23,5.15,12,2.68,45032
45,33,349,102,29.23,220,63.04,11,3.15,16,4.58,45033
45,34,542,155,28.6,336,61.99,24,4.43,27,4.98,45034
45,35,523,196,37.48,300,57.36,11,2.1,16,3.06,45035
45,36,520,195,37.5,283,54.42,19,3.65,23,4.42,45036
45,37,488,165,33.81,292,59.84,13,2.66,18,3.69,45037
45,38,449,138,30.73,281,62.58,15,3.34,15,3.34,45038
45,39,510,174,34.12,306,60.0,13,2.55,17,3.33,45039
45,40,511,193,37.77,272,53.23,20,3.91,26,5.09,45040
45,41,495,193,38.99,262,52.93,22,4.44,18,3.64,45041
45,42,500,196,39.2,257,51.4,22,4.4,25,5.0,45042
45,43,529,240,45.37,248,46.88,23,4.35,18,3.4,45043
45,44,517,224,43.33,251,48.55,25,4.84,17,3.29,45044
45,45,358,169,47.21,154,43.02,20,5.59,15,4.19,45045
45,46,422,177,41.94,204,48.34,26,6.16,15,3.55,45046
45,47,393,169,43.0,202,51.4,10,2.54,12,3.05,45047
45,48,434,216,49.77,191,44.01,19,4.38,8,1.84,45048
46,1,483,90,18.63,345,71.43,25,5.18,23,4.76,46001
46,2,547,77,14.08,411,75.14,28,5.12,31,5.67,46002
46,3,753,188,24.97,517,68.66,27,3.59,21,2.79,46003
46,4,582,84,14.43,445,76.46,18,3.09,35,6.01,46004
46,5,794,201,25.31,531,66.88,35,4.41,27,3.4,46005
46,6,579,59,10.19,473,81.69,19,3.28,28,4.84,46006
46,7,679,182,26.8,455,67.01,24,3.53,18,2.65,46007
46,8,469,58,12.37,367,78.25,24,5.12,20,4.26,46008
46,9,678,119,17.55,476,70.21,37,5.46,46,6.78,46009
46,10,1046,242,23.14,728,69.6,45,4.3,31,2.96,46010
46,11,641,166,25.9,436,68.02,19,2.96,20,3.12,46011
46,12,675,96,14.22,520,77.04,31,4.59,28,4.15,46012
46,13,632,153,24.21,429,67.88,27,4.27,23,3.64,46013
46,14,719,71,9.87,605,84.14,21,2.92,22,3.06,46014
46,15,682,160,23.46,465,68.18,35,5.13,22,3.23,46015
46,16,697,104,14.92,520,74.61,38,5.45,35,5.02,46016
46,17,706,160,22.66,489,69.26,34,4.82,23,3.26,46017
46,18,704,164,23.3,497,70.6,27,3.84,16,2.27,46018
46,19,438,109,24.89,293,66.89,21,4.79,15,3.42,46019
46,20,531,77,14.5,412,77.59,15,2.82,27,5.08,46020
46,21,462,85,18.4,325,70.35,26,5.63,26,5.63,46021
46,22,493,80,16.23,354,71.81,28,5.68,31,6.29,46022
46,23,476,64,13.45,369,77.52,13,2.73,30,6.3,46023
46,24,691,158,22.87,490,70.91,30,4.34,13,1.88,46024
46,25,610,92,15.08,450,73.77,31,5.08,37,6.07,46025
46,26,637,79,12.4,500,78.49,34,5.34,24,3.77,46026
46,27,796,156,19.6,570,71.61,41,5.15,29,3.64,46027
46,28,621,176,28.34,414,66.67,20,3.22,11,1.77,46028
46,29,558,116,20.79,405,72.58,12,2.15,25,4.48,46029
46,30,672,89,13.24,539,80.21,21,3.13,23,3.42,46030
46,31,682,133,19.5,495,72.58,27,3.96,27,3.96,46031
46,32,633,82,12.95,510,80.57,21,3.32,20,3.16,46032
46,33,735,190,25.85,499,67.89,29,3.95,17,2.31,46033
46,34,745,121,16.24,551,73.96,46,6.17,27,3.62,46034
46,35,770,119,15.45,598,77.66,27,3.51,26,3.38,46035
46,36,609,160,26.27,405,66.5,27,4.43,17,2.79,46036
46,37,451,50,11.09,378,83.81,10,2.22,13,2.88,46037
46,38,690,125,18.12,533,77.25,20,2.9,12,1.74,46038
46,39,619,143,23.1,434,70.11,21,3.39,21,3.39,46039
46,40,539,95,17.63,387,71.8,21,3.9,36,6.68,46040
47,1,414,118,28.5,269,64.98,19,4.59,8,1.93,47001
47,2,642,210,32.71,382,59.5,23,3.58,27,4.21,47002
47,3,617,175,28.36,395,64.02,26,4.21,21,3.4,47003
47,4,660,208,31.52,417,63.18,15,2.27,20,3.03,47004
47,5,688,136,19.77,491,71.37,30,4.36,31,4.51,47005
47,6,742,209,28.17,481,64.82,39,5.26,13,1.75,47006
47,7,591,153,25.89,396,67.01,14,2.37,28,4.74,47007
47,8,657,190,28.92,404,61.49,26,3.96,37,5.63,47008
47,9,586,176,30.03,354,60.41,30,5.12,26,4.44,47009
47,10,798,129,16.17,604,75.69,37,4.64,28,3.51,47010
47,11,656,192,29.27,415,63.26,33,5.03,16,2.44,47011
47,12,680,175,25.74,452,66.47,21,3.09,32,4.71,47012
47,13,586,110,18.77,437,74.57,15,2.56,24,4.1,47013
47,14,574,165,28.75,371,64.63,19,3.31,19,3.31,47014
47,15,758,98,12.93,581,76.65,29,3.83,50,6.6,47015
47,16,610,143,23.44,423,69.34,21,3.44,23,3.77,47016
47,17,611,172,28.15,390,63.83,19,3.11,30,4.91,47017
47,18,662,160,24.17,454,68.58,23,3.47,25,3.78,47018
47,19,799,95,11.89,640,80.1,26,3.25,38,4.76,47019
47,20,596,138,23.15,403,67.62,25,4.19,30,5.03,47020
47,21,582,120,20.62,414,71.13,26,4.47,22,3.78,47021
47,22,701,160,22.82,491,70.04,26,3.71,24,3.42,47022
47,23,670,79,11.79,531,79.25,21,3.13,39,5.82,47023
47,24,669,166,24.81,457,68.31,25,3.74,21,3.14,47024
47,25,738,178,24.12,500,67.75,36,4.88,24,3.25,47025
47,26,865,154,17.8,636,73.53,43,4.97,32,3.7,47026
47,27,585,162,27.69,368,62.91,38,6.5,17,2.91,47027
47,28,597,136,22.78,413,69.18,26,4.36,22,3.69,47028
47,29,672,171,25.45,448,66.67,22,3.27,31,4.61,47029
47,30,785,128,16.31,577,73.5,36,4.59,44,5.61,47030
47,31,626,126,20.13,442,70.61,32,5.11,26,4.15,47031
47,32,744,140,18.82,548,73.66,27,3.63,29,3.9,47032
47,33,649,190,29.28,414,63.79,21,3.24,24,3.7,47033
47,34,671,156,23.25,464,69.15,27,4.02,24,3.58,47034
47,35,643,174,27.06,415,64.54,26,4.04,28,4.35,47035
47,36,734,139,18.94,523,71.25,40,5.45,32,4.36,47036
47,37,690,151,21.88,490,71.01,23,3.33,26,3.77,47037
47,38,642,141,21.96,449,69.94,18,2.8,34,5.3,47038
47,39,645,148,22.95,443,68.68,23,3.57,31,4.81,47039
47,40,613,133,21.7,436,71.13,21,3.43,23,3.75,47040
47,41,734,157,21.39,516,70.3,30,4.09,31,4.22,47041
47,42,628,93,14.81,470,74.84,24,3.82,41,6.53,47042
47,43,643,185,28.77,410,63.76,25,3.89,23,3.58,47043
47,44,641,179,27.93,424,66.15,24,3.74,14,2.18,47044
47,45,613,132,21.53,417,68.03,33,5.38,31,5.06,47045
47,46,578,197,34.08,344,59.52,16,2.77,21,3.63,47046
47,47,776,237,30.54,471,60.7,31,3.99,37,4.77,47047
47,48,62,13,20.97,43,69.35,2,3.23,4,6.45,47048
48,1,557,84,15.08,431,77.38,12,2.15,30,5.39,48001
48,2,287,77,26.83,190,66.2,7,2.44,13,4.53,48002
48,3,732,85,11.61,584,79.78,35,4.78,28,3.83,48003
48,4,595,70,11.76,479,80.5,23,3.87,23,3.87,48004
48,5,324,67,20.68,228,70.37,9,2.78,20,6.17,48005
48,6,767,118,15.38,591,77.05,26,3.39,32,4.17,48006
48,7,614,70,11.4,489,79.64,23,3.75,32,5.21,48007
48,8,339,90,26.55,225,66.37,10,2.95,14,4.13,48008
48,9,436,114,26.15,290,66.51,13,2.98,19,4.36,48009
48,10,818,121,14.79,635,77.63,25,3.06,37,4.52,48010
48,11,482,90,18.67,360,74.69,16,3.32,16,3.32,48011
48,12,704,103,14.63,552,78.41,17,2.41,32,4.55,48012
48,13,759,166,21.87,538,70.88,22,2.9,33,4.35,48013
48,14,342,93,27.19,229,66.96,11,3.22,9,2.63,48014
48,15,423,80,18.91,311,73.52,14,3.31,18,4.26,48015
48,16,639,73,11.42,506,79.19,23,3.6,37,5.79,48016
48,17,568,86,15.14,436,76.76,25,4.4,21,3.7,48017
48,18,432,55,12.73,337,78.01,15,3.47,25,5.79,48018
48,19,400,79,19.75,285,71.25,16,4.0,20,5.0,48019
48,20,663,100,15.08,497,74.96,25,3.77,41,6.18,48020
48,21,785,103,13.12,625,79.62,33,4.2,24,3.06,48021
48,22,504,133,26.39,335,66.47,14,2.78,22,4.37,48022
48,23,670,185,27.61,452,67.46,19,2.84,14,2.09,48023
48,24,733,192,26.19,475,64.8,30,4.09,36,4.91,48024
48,25,530,102,19.25,389,73.4,11,2.08,28,5.28,48025
48,26,342,65,19.01,248,72.51,11,3.22,18,5.26,48026
48,27,1184,195,16.47,877,74.07,56,4.73,56,4.73,48027
48,28,758,190,25.07,515,67.94,28,3.69,25,3.3,48028
48,29,278,61,21.94,196,70.5,9,3.24,12,4.32,48029
48,30,520,76,14.62,411,79.04,11,2.12,22,4.23,48030
48,31,898,105,11.69,701,78.06,44,4.9,48,5.35,48031
48,32,672,70,10.42,538,80.06,31,4.61,33,4.91,48032
48,33,342,95,27.78,230,67.25,4,1.17,13,3.8,48033
48,34,534,84,15.73,400,74.91,19,3.56,31,5.81,48034
48,35,383,72,18.8,276,72.06,14,3.66,21,5.48,48035
48,36,357,80,22.41,253,70.87,12,3.36,12,3.36,48036
48,37,637,86,13.5,502,78.81,18,2.83,31,4.87,48037
48,38,594,121,20.37,424,71.38,27,4.55,22,3.7,48038
48,39,491,122,24.85,342,69.65,15,3.05,12,2.44,48039
48,40,529,86,16.26,391,73.91,26,4.91,26,4.91,48040
48,41,778,87,11.18,615,79.05,34,4.37,42,5.4,48041
48,42,717,81,11.3,587,81.87,16,2.23,33,4.6,48042
48,43,630,104,16.51,458,72.7,27,4.29,41,6.51,48043
48,44,726,104,14.33,564,77.69,30,4.13,28,3.86,48044
48,45,465,75,16.13,356,76.56,11,2.37,23,4.95,48045
48,46,396,78,19.7,286,72.22,14,3.54,18,4.55,48046
49,1,458,41,8.95,386,84.28,13,2.84,18,3.93,49001
49,2,411,51,12.41,323,78.59,8,1.95,29,7.06,49002
49,3,670,68,10.15,546,81.49,19,2.84,37,5.52,49003
49,4,770,89,11.56,615,79.87,18,2.34,48,6.23,49004
49,5,600,66,11.0,488,81.33,18,3.0,28,4.67,49005
49,6,589,78,13.24,462,78.44,18,3.06,31,5.26,49006
49,7,676,127,18.79,490,72.49,27,3.99,32,4.73,49007
49,8,530,81,15.28,412,77.74,17,3.21,20,3.77,49008
49,9,654,95,14.53,501,76.61,25,3.82,33,5.05,49009
49,10,600,81,13.5,467,77.83,27,4.5,25,4.17,49010
49,11,734,78,10.63,597,81.34,25,3.41,34,4.63,49011
49,12,884,119,13.46,679,76.81,23,2.6,63,7.13,49012
49,13,747,109,14.59,588,78.71,22,2.95,28,3.75,49013
49,14,517,76,14.7,388,75.05,18,3.48,35,6.77,49014
49,15,505,51,10.1,403,79.8,23,4.55,28,5.54,49015
49,16,582,98,16.84,429,73.71,20,3.44,35,6.01,49016
49,17,417,89,21.34,286,68.59,21,5.04,21,5.04,49017
49,18,791,86,10.87,616,77.88,28,3.54,61,7.71,49018
49,19,593,42,7.08,499,84.15,13,2.19,39,6.58,49019
49,20,908,97,10.68,722,79.52,33,3.63,56,6.17,49020
49,21,396,60,15.15,309,78.03,17,4.29,10,2.53,49021
49,22,631,74,11.73,505,80.03,26,4.12,26,4.12,49022
49,23,739,79,10.69,585,79.16,28,3.79,47,6.36,49023
49,24,562,63,11.21,455,80.96,21,3.74,23,4.09,49024
49,25,837,108,12.9,627,74.91,43,5.14,59,7.05,49025
49,26,725,127,17.52,535,73.79,24,3.31,39,5.38,49026
49,27,765,94,12.29,609,79.61,20,2.61,42,5.49,49027
49,28,827,89,10.76,659,79.69,28,3.39,51,6.17,49028
49,29,725,71,9.79,575,79.31,23,3.17,56,7.72,49029
49,30,713,106,14.87,532,74.61,32,4.49,43,6.03,49030
49,31,515,73,14.17,408,79.22,18,3.5,16,3.11,49031
49,32,658,79,12.01,530,80.55,22,3.34,27,4.1,49032
49,33,546,50,9.16,452,82.78,19,3.48,25,4.58,49033
50,1,469,223,47.55,217,46.27,11,2.35,18,3.84,50001
50,2,324,135,41.67,173,53.4,8,2.47,8,2.47,50002
50,3,410,186,45.37,198,48.29,14,3.41,12,2.93,50003
50,4,527,136,25.81,356,67.55,15,2.85,20,3.8,50004
50,5,356,186,52.25,154,43.26,4,1.12,12,3.37,50005
50,6,543,137,25.23,370,68.14,16,2.95,20,3.68,50006
50,7,564,131,23.23,398,70.57,14,2.48,21,3.72,50007
50,8,535,72,13.46,424,79.25,18,3.36,21,3.93,50008
50,9,400,92,23.0,282,70.5,13,3.25,13,3.25,50009
50,10,537,178,33.15,325,60.52,11,2.05,23,4.28,50010
50,11,345,217,62.9,112,32.46,11,3.19,5,1.45,50011
50,12,224,89,39.73,119,53.13,8,3.57,8,3.57,50012
50,13,619,87,14.05,477,77.06,21,3.39,34,5.49,50013
50,14,169,89,52.66,70,41.42,4,2.37,6,3.55,50014
50,15,531,129,24.29,352,66.29,20,3.77,30,5.65,50015
50,16,168,67,39.88,91,54.17,6,3.57,4,2.38,50016
50,17,479,128,26.72,328,68.48,13,2.71,10,2.09,50017
50,18,97,58,59.79,39,40.21,0,0.0,0,0.0,50018
50,19,353,59,16.71,266,75.35,14,3.97,14,3.97,50019
50,20,532,113,21.24,366,68.8,17,3.2,36,6.77,50020
50,21,440,116,26.36,302,68.64,8,1.82,14,3.18,50021
50,22,454,172,37.89,247,54.41,14,3.08,21,4.63,50022
50,23,342,90,26.32,228,66.67,10,2.92,14,4.09,50023
50,24,414,224,54.11,169,40.82,13,3.14,8,1.93,50024
50,25,441,220,49.89,195,44.22,9,2.04,17,3.85,50025
50,26,588,128,21.77,424,72.11,10,1.7,26,4.42,50026
50,27,153,57,37.25,89,58.17,3,1.96,4,2.61,50027
50,28,552,70,12.68,442,80.07,16,2.9,24,4.35,50028
50,29,543,55,10.13,451,83.06,14,2.58,23,4.24,50029
50,30,383,63,16.45,297,77.55,5,1.31,18,4.7,50030
50,31,623,81,13.0,488,78.33,31,4.98,23,3.69,50031
50,32,630,71,11.27,506,80.32,22,3.49,31,4.92,50032
50,33,388,223,57.47,151,38.92,6,1.55,8,2.06,50033
50,34,628,191,30.41,401,63.85,19,3.03,17,2.71,50034
50,35,614,120,19.54,448,72.96,13,2.12,33,5.37,50035
50,36,439,110,25.06,299,68.11,8,1.82,22,5.01,50036
50,37,501,96,19.16,360,71.86,18,3.59,27,5.39,50037
50,38,201,71,35.32,111,55.22,4,1.99,15,7.46,50038
50,39,381,112,29.4,251,65.88,11,2.89,7,1.84,50039
50,40,480,289,60.21,171,35.63,6,1.25,14,2.92,50040
