ward,precinct,total,Diana Lopez,Diana Lopez Percent,Monica G. Somerville,Monica G. Somerville Percent,Mable Taylor,Mable Taylor Percent,precinct_id
50,29,64,47,73.44,9,14.06,8,12.5,50029
50,30,105,75,71.43,18,17.14,12,11.43,50030
50,31,121,85,70.25,17,14.05,19,15.7,50031
50,32,111,72,64.86,20,18.02,19,17.12,50032
50,33,104,72,69.23,22,21.15,10,9.62,50033
50,34,197,150,76.14,38,19.29,9,4.57,50034
50,35,192,143,74.48,34,17.71,15,7.81,50035
50,36,170,138,81.18,17,10.0,15,8.82,50036
50,37,123,91,73.98,16,13.01,16,13.01,50037
50,38,60,41,68.33,15,25.0,4,6.67,50038
50,39,59,32,54.24,16,27.12,11,18.64,50039
50,40,95,57,60.0,19,20.0,19,20.0,50040
