ward,precinct,total,Hillary Clinton,Hillary Clinton Percent,Willie L. Wilson,Willie L. Wilson Percent,Martin J. O'Malley,Martin J. O'Malley Percent,Roque ''Rocky'' De La Fuente,Roque ''Rocky'' De La Fuente Percent,Larry (Lawrence) Cohen,Larry (Lawrence) Cohen Percent,Bernie Sanders,Bernie Sanders Percent,precinct_id
30,11,321,149,46.42,1,0.31,0,0.0,2,0.62,0,0.0,169,52.65,30011
30,12,300,130,43.33,0,0.0,3,1.0,1,0.33,0,0.0,166,55.33,30012
30,13,282,167,59.22,0,0.0,1,0.35,0,0.0,0,0.0,114,40.43,30013
30,14,250,120,48.0,2,0.8,0,0.0,0,0.0,1,0.4,127,50.8,30014
30,15,306,126,41.18,1,0.33,2,0.65,0,0.0,0,0.0,177,57.84,30015
30,16,173,95,54.91,0,0.0,0,0.0,0,0.0,0,0.0,78,45.09,30016
30,17,315,136,43.17,1,0.32,2,0.63,0,0.0,0,0.0,176,55.87,30017
30,18,390,124,31.79,0,0.0,0,0.0,0,0.0,0,0.0,266,68.21,30018
30,19,368,170,46.2,2,0.54,0,0.0,1,0.27,0,0.0,195,52.99,30019
30,20,328,147,44.82,1,0.3,0,0.0,0,0.0,0,0.0,180,54.88,30020
30,21,233,114,48.93,0,0.0,0,0.0,1,0.43,0,0.0,118,50.64,30021
30,22,468,157,33.55,0,0.0,1,0.21,0,0.0,0,0.0,310,66.24,30022
30,23,390,154,39.49,1,0.26,0,0.0,0,0.0,1,0.26,234,60.0,30023
30,24,400,111,27.75,0,0.0,0,0.0,2,0.5,1,0.25,286,71.5,30024
30,25,430,144,33.49,0,0.0,0,0.0,0,0.0,0,0.0,286,66.51,30025
30,26,194,64,32.99,0,0.0,2,1.03,0,0.0,0,0.0,128,65.98,30026
30,27,197,105,53.3,0,0.0,0,0.0,0,0.0,0,0.0,92,46.7,30027
30,28,351,156,44.44,0,0.0,2,0.57,0,0.0,0,0.0,193,54.99,30028
30,29,219,109,49.77,2,0.91,0,0.0,1,0.46,0,0.0,107,48.86,30029
30,30,162,63,38.89,0,0.0,0,0.0,0,0.0,0,0.0,99,61.11,30030
30,31,212,84,39.62,2,0.94,0,0.0,0,0.0,0,0.0,126,59.43,30031
30,32,258,104,40.31,0,0.0,1,0.39,0,0.0,0,0.0,153,59.3,30032
31,1,233,104,44.64,3,1.29,0,0.0,0,0.0,0,0.0,126,54.08,31001
31,2,223,108,48.43,1,0.45,2,0.9,0,0.0,0,0.0,112,50.22,31002
31,3,230,111,48.26,0,0.0,0,0.0,0,0.0,0,0.0,119,51.74,31003
31,4,340,124,36.47,0,0.0,0,0.0,0,0.0,0,0.0,216,63.53,31004
31,5,238,113,47.48,0,0.0,2,0.84,0,0.0,0,0.0,123,51.68,31005
31,6,216,118,54.63,0,0.0,1,0.46,0,0.0,0,0.0,97,44.91,31006
31,7,370,133,35.95,0,0.0,0,0.0,2,0.54,0,0.0,235,63.51,31007
31,8,166,91,54.82,0,0.0,1,0.6,1,0.6,0,0.0,73,43.98,31008
31,9,275,117,42.55,0,0.0,0,0.0,0,0.0,1,0.36,157,57.09,31009
31,10,226,113,50.0,0,0.0,0,0.0,0,0.0,0,0.0,113,50.0,31010
31,11,197,105,53.3,0,0.0,0,0.0,0,0.0,0,0.0,92,46.7,31011
31,12,197,86,43.65,1,0.51,0,0.0,0,0.0,1,0.51,109,55.33,31012
31,13,268,135,50.37,0,0.0,0,0.0,1,0.37,0,0.0,132,49.25,31013
31,14,204,86,42.16,1,0.49,1,0.49,1,0.49,0,0.0,115,56.37,31014
31,15,188,97,51.6,1,0.53,2,1.06,0,0.0,0,0.0,88,46.81,31015
31,16,318,114,35.85,0,0.0,0,0.0,0,0.0,0,0.0,204,64.15,31016
31,17,199,101,50.75,0,0.0,0,0.0,1,0.5,0,0.0,97,48.74,31017
31,18,217,96,44.24,1,0.46,0,0.0,0,0.0,0,0.0,120,55.3,31018
31,19,198,105,53.03,1,0.51,0,0.0,0,0.0,0,0.0,92,46.46,31019
31,20,222,110,49.55,1,0.45,0,0.0,0,0.0,1,0.45,110,49.55,31020
31,21,244,138,56.56,0,0.0,0,0.0,0,0.0,0,0.0,106,43.44,31021
31,22,213,98,46.01,1,0.47,1,0.47,0,0.0,0,0.0,113,53.05,31022
31,23,208,91,43.75,0,0.0,1,0.48,0,0.0,0,0.0,116,55.77,31023
31,24,250,108,43.2,0,0.0,0,0.0,0,0.0,0,0.0,142,56.8,31024
31,25,208,97,46.63,0,0.0,0,0.0,0,0.0,0,0.0,111,53.37,31025
31,26,259,119,45.95,0,0.0,1,0.39,1,0.39,0,0.0,138,53.28,31026
31,27,219,96,43.84,0,0.0,0,0.0,0,0.0,0,0.0,123,56.16,31027
31,28,224,95,42.41,0,0.0,1,0.45,1,0.45,0,0.0,127,56.7,31028
31,29,276,158,57.25,0,0.0,0,0.0,2,0.72,2,0.72,114,41.3,31029
31,30,176,85,48.3,0,0.0,0,0.0,0,0.0,0,0.0,91,51.7,31030
31,31,249,124,49.8,0,0.0,1,0.4,0,0.0,0,0.0,124,49.8,31031
31,32,205,106,51.71,1,0.49,0,0.0,1,0.49,0,0.0,97,47.32,31032
31,33,207,103,49.76,0,0.0,0,0.0,0,0.0,0,0.0,104,50.24,31033
31,34,220,79,35.91,0,0.0,0,0.0,0,0.0,0,0.0,141,64.09,31034
31,35,259,135,52.12,2,0.77,0,0.0,4,1.54,1,0.39,117,45.17,31035
31,36,232,113,48.71,0,0.0,0,0.0,0,0.0,0,0.0,119,51.29,31036
31,37,216,109,50.46,2,0.93,1,0.46,0,0.0,0,0.0,104,48.15,31037
31,38,268,136,50.75,0,0.0,0,0.0,1,0.37,0,0.0,131,48.88,31038
31,39,264,103,39.02,0,0.0,0,0.0,1,0.38,0,0.0,160,60.61,31039
31,40,268,84,31.34,0,0.0,3,1.12,0,0.0,0,0.0,181,67.54,31040
31,41,239,126,52.72,0,0.0,1,0.42,0,0.0,0,0.0,112,46.86,31041
32,1,398,184,46.23,0,0.0,1,0.25,0,0.0,1,0.25,212,53.27,32001
32,2,331,179,54.08,0,0.0,0,0.0,0,0.0,0,0.0,152,45.92,32002
32,3,497,154,30.99,0,0.0,0,0.0,0,0.0,0,0.0,343,69.01,32003
32,4,344,193,56.1,2,0.58,2,0.58,0,0.0,1,0.29,146,42.44,32004
32,5,370,168,45.41,0,0.0,1,0.27,0,0.0,1,0.27,200,54.05,32005
32,6,344,167,48.55,0,0.0,1,0.29,0,0.0,0,0.0,176,51.16,32006
32,7,320,148,46.25,2,0.63,1,0.31,0,0.0,0,0.0,169,52.81,32007
32,8,353,164,46.46,0,0.0,2,0.57,0,0.0,0,0.0,187,52.97,32008
32,9,359,155,43.18,1,0.28,1,0.28,1,0.28,0,0.0,201,55.99,32009
32,10,300,159,53.0,0,0.0,0,0.0,0,0.0,1,0.33,140,46.67,32010
32,11,451,130,28.82,1,0.22,0,0.0,0,0.0,0,0.0,320,70.95,32011
32,12,382,116,30.37,2,0.52,1,0.26,0,0.0,0,0.0,263,68.85,32012
32,13,333,153,45.95,0,0.0,0,0.0,0,0.0,0,0.0,180,54.05,32013
32,14,449,155,34.52,1,0.22,0,0.0,0,0.0,0,0.0,293,65.26,32014
32,15,309,155,50.16,0,0.0,0,0.0,0,0.0,0,0.0,154,49.84,32015
32,16,370,151,40.81,0,0.0,0,0.0,1,0.27,0,0.0,218,58.92,32016
32,17,474,154,32.49,0,0.0,1,0.21,0,0.0,1,0.21,318,67.09,32017
32,18,262,158,60.31,2,0.76,0,0.0,0,0.0,1,0.38,101,38.55,32018
32,19,367,183,49.86,0,0.0,0,0.0,0,0.0,1,0.27,183,49.86,32019
32,20,485,151,31.13,0,0.0,1,0.21,0,0.0,0,0.0,333,68.66,32020
32,21,370,183,49.46,0,0.0,1,0.27,0,0.0,0,0.0,186,50.27,32021
32,22,574,195,33.97,0,0.0,0,0.0,0,0.0,0,0.0,379,66.03,32022
32,23,319,151,47.34,0,0.0,1,0.31,1,0.31,0,0.0,166,52.04,32023
32,24,194,105,54.12,0,0.0,0,0.0,0,0.0,0,0.0,89,45.88,32024
32,25,304,132,43.42,1,0.33,1,0.33,1,0.33,0,0.0,169,55.59,32025
32,26,454,184,40.53,2,0.44,3,0.66,0,0.0,1,0.22,264,58.15,32026
32,27,281,146,51.96,0,0.0,0,0.0,0,0.0,0,0.0,135,48.04,32027
32,28,451,154,34.15,0,0.0,2,0.44,0,0.0,0,0.0,295,65.41,32028
32,29,432,182,42.13,0,0.0,0,0.0,1,0.23,0,0.0,249,57.64,32029
32,30,237,155,65.4,0,0.0,0,0.0,0,0.0,0,0.0,82,34.6,32030
32,31,363,172,47.38,0,0.0,1,0.28,0,0.0,0,0.0,190,52.34,32031
32,32,339,183,53.98,0,0.0,0,0.0,0,0.0,0,0.0,156,46.02,32032
32,33,341,175,51.32,1,0.29,3,0.88,2,0.59,0,0.0,160,46.92,32033
32,34,359,156,43.45,1,0.28,2,0.56,1,0.28,1,0.28,198,55.15,32034
32,35,314,148,47.13,0,0.0,2,0.64,0,0.0,0,0.0,164,52.23,32035
32,36,382,197,51.57,0,0.0,1,0.26,0,0.0,0,0.0,184,48.17,32036
32,37,322,127,39.44,0,0.0,0,0.0,0,0.0,0,0.0,195,60.56,32037
32,38,308,126,40.91,0,0.0,0,0.0,0,0.0,0,0.0,182,59.09,32038
32,39,280,182,65.0,0,0.0,0,0.0,0,0.0,0,0.0,98,35.0,32039
32,40,386,210,54.4,0,0.0,1,0.26,0,0.0,0,0.0,175,45.34,32040
32,41,319,162,50.78,0,0.0,1,0.31,1,0.31,0,0.0,155,48.59,32041
32,42,322,153,47.52,0,0.0,0,0.0,0,0.0,0,0.0,169,52.48,32042
32,43,417,143,34.29,0,0.0,0,0.0,1,0.24,0,0.0,273,65.47,32043
33,1,476,186,39.08,0,0.0,0,0.0,1,0.21,0,0.0,289,60.71,33001
33,2,547,235,42.96,1,0.18,1,0.18,0,0.0,0,0.0,310,56.67,33002
33,3,550,205,37.27,0,0.0,2,0.36,0,0.0,0,0.0,343,62.36,33003
33,4,526,182,34.6,1,0.19,0,0.0,1,0.19,0,0.0,342,65.02,33004
33,5,353,134,37.96,1,0.28,0,0.0,0,0.0,0,0.0,218,61.76,33005
33,6,428,204,47.66,2,0.47,1,0.23,0,0.0,0,0.0,221,51.64,33006
33,7,461,192,41.65,3,0.65,0,0.0,2,0.43,1,0.22,263,57.05,33007
33,8,564,263,46.63,5,0.89,4,0.71,1,0.18,0,0.0,291,51.6,33008
33,9,440,194,44.09,0,0.0,0,0.0,0,0.0,1,0.23,245,55.68,33009
33,10,375,166,44.27,0,0.0,1,0.27,0,0.0,0,0.0,208,55.47,33010
33,11,482,168,34.85,0,0.0,0,0.0,0,0.0,1,0.21,313,64.94,33011
33,12,455,181,39.78,0,0.0,2,0.44,3,0.66,0,0.0,269,59.12,33012
33,13,484,153,31.61,1,0.21,0,0.0,1,0.21,0,0.0,329,67.98,33013
33,14,221,82,37.1,0,0.0,0,0.0,0,0.0,0,0.0,139,62.9,33014
33,15,532,209,39.29,1,0.19,0,0.0,3,0.56,0,0.0,319,59.96,33015
33,16,597,261,43.72,0,0.0,2,0.34,0,0.0,0,0.0,334,55.95,33016
33,17,486,193,39.71,1,0.21,3,0.62,0,0.0,0,0.0,289,59.47,33017
33,18,548,186,33.94,0,0.0,1,0.18,1,0.18,1,0.18,359,65.51,33018
33,19,450,174,38.67,1,0.22,2,0.44,0,0.0,0,0.0,273,60.67,33019
33,20,519,207,39.88,1,0.19,1,0.19,0,0.0,0,0.0,310,59.73,33020
33,21,450,170,37.78,2,0.44,3,0.67,0,0.0,0,0.0,275,61.11,33021
33,22,456,206,45.18,0,0.0,1,0.22,0,0.0,0,0.0,249,54.61,33022
33,23,450,187,41.56,0,0.0,1,0.22,1,0.22,0,0.0,261,58.0,33023
33,24,565,249,44.07,2,0.35,3,0.53,0,0.0,1,0.18,310,54.87,33024
33,25,499,205,41.08,1,0.2,0,0.0,0,0.0,0,0.0,293,58.72,33025
33,26,367,95,25.89,1,0.27,0,0.0,1,0.27,0,0.0,270,73.57,33026
33,27,435,159,36.55,1,0.23,1,0.23,1,0.23,0,0.0,273,62.76,33027
33,28,435,153,35.17,3,0.69,1,0.23,0,0.0,0,0.0,278,63.91,33028
34,1,419,291,69.45,2,0.48,0,0.0,0,0.0,0,0.0,126,30.07,34001
34,2,318,229,72.01,2,0.63,0,0.0,0,0.0,0,0.0,87,27.36,34002
34,3,405,275,67.9,5,1.23,0,0.0,0,0.0,0,0.0,125,30.86,34003
34,4,317,230,72.56,3,0.95,1,0.32,1,0.32,0,0.0,82,25.87,34004
34,5,322,224,69.57,5,1.55,0,0.0,0,0.0,0,0.0,93,28.88,34005
34,6,429,281,65.5,6,1.4,2,0.47,0,0.0,0,0.0,140,32.63,34006
34,7,408,269,65.93,5,1.23,0,0.0,0,0.0,0,0.0,134,32.84,34007
34,8,338,239,70.71,3,0.89,1,0.3,0,0.0,0,0.0,95,28.11,34008
34,9,314,240,76.43,3,0.96,0,0.0,0,0.0,0,0.0,71,22.61,34009
34,10,384,236,61.46,2,0.52,1,0.26,0,0.0,1,0.26,144,37.5,34010
34,11,332,228,68.67,2,0.6,0,0.0,0,0.0,1,0.3,101,30.42,34011
34,12,417,286,68.59,4,0.96,0,0.0,0,0.0,1,0.24,126,30.22,34012
34,13,390,274,70.26,4,1.03,0,0.0,0,0.0,0,0.0,112,28.72,34013
34,14,327,231,70.64,1,0.31,1,0.31,0,0.0,0,0.0,94,28.75,34014
34,15,326,236,72.39,5,1.53,1,0.31,0,0.0,0,0.0,84,25.77,34015
34,16,313,223,71.25,7,2.24,0,0.0,0,0.0,0,0.0,83,26.52,34016
34,17,469,326,69.51,5,1.07,1,0.21,0,0.0,0,0.0,137,29.21,34017
34,18,320,235,73.44,2,0.63,0,0.0,0,0.0,0,0.0,83,25.94,34018
34,19,454,275,60.57,2,0.44,1,0.22,0,0.0,1,0.22,175,38.55,34019
34,20,444,327,73.65,3,0.68,1,0.23,0,0.0,0,0.0,113,25.45,34020
34,21,456,318,69.74,4,0.88,0,0.0,0,0.0,0,0.0,134,29.39,34021
34,22,363,268,73.83,7,1.93,0,0.0,0,0.0,0,0.0,88,24.24,34022
34,23,298,205,68.79,2,0.67,0,0.0,0,0.0,0,0.0,91,30.54,34023
34,24,368,256,69.57,3,0.82,0,0.0,0,0.0,0,0.0,109,29.62,34024
34,25,425,290,68.24,2,0.47,0,0.0,0,0.0,0,0.0,133,31.29,34025
34,26,404,279,69.06,1,0.25,0,0.0,0,0.0,0,0.0,124,30.69,34026
34,27,331,230,69.49,8,2.42,1,0.3,0,0.0,0,0.0,92,27.79,34027
34,28,293,203,69.28,4,1.37,0,0.0,0,0.0,0,0.0,86,29.35,34028
34,29,313,222,70.93,4,1.28,0,0.0,0,0.0,0,0.0,87,27.8,34029
34,30,360,237,65.83,4,1.11,0,0.0,0,0.0,0,0.0,119,33.06,34030
34,31,338,246,72.78,5,1.48,0,0.0,0,0.0,0,0.0,87,25.74,34031
34,32,372,247,66.4,1,0.27,0,0.0,0,0.0,0,0.0,124,33.33,34032
34,33,320,228,71.25,5,1.56,0,0.0,0,0.0,0,0.0,87,27.19,34033
34,34,425,282,66.35,6,1.41,0,0.0,0,0.0,0,0.0,137,32.24,34034
34,35,420,255,60.71,5,1.19,0,0.0,0,0.0,0,0.0,160,38.1,34035
34,36,344,239,69.48,5,1.45,0,0.0,0,0.0,0,0.0,100,29.07,34036
34,37,258,178,68.99,3,1.16,0,0.0,0,0.0,1,0.39,76,29.46,34037
34,38,230,153,66.52,2,0.87,2,0.87,0,0.0,0,0.0,73,31.74,34038
34,39,310,214,69.03,4,1.29,0,0.0,0,0.0,0,0.0,92,29.68,34039
34,40,419,285,68.02,1,0.24,1,0.24,0,0.0,0,0.0,132,31.5,34040
34,41,278,192,69.06,5,1.8,1,0.36,0,0.0,0,0.0,80,28.78,34041
34,42,362,243,67.13,3,0.83,1,0.28,0,0.0,1,0.28,114,31.49,34042
34,43,361,253,70.08,2,0.55,0,0.0,0,0.0,0,0.0,106,29.36,34043
34,44,385,279,72.47,5,1.3,0,0.0,0,0.0,0,0.0,101,26.23,34044
34,45,405,282,69.63,1,0.25,0,0.0,0,0.0,0,0.0,122,30.12,34045
34,46,255,163,63.92,1,0.39,0,0.0,0,0.0,0,0.0,91,35.69,34046
34,47,362,261,72.1,2,0.55,2,0.55,0,0.0,0,0.0,97,26.8,34047
34,48,406,297,73.15,2,0.49,1,0.25,0,0.0,0,0.0,106,26.11,34048
34,49,451,274,60.75,3,0.67,0,0.0,0,0.0,1,0.22,173,38.36,34049
34,50,320,221,69.06,2,0.63,0,0.0,0,0.0,0,0.0,97,30.31,34050
34,51,380,254,66.84,1,0.26,0,0.0,0,0.0,0,0.0,125,32.89,34051
34,52,308,193,62.66,1,0.32,0,0.0,0,0.0,0,0.0,114,37.01,34052
34,53,296,193,65.2,3,1.01,0,0.0,0,0.0,0,0.0,100,33.78,34053
35,1,358,126,35.2,1,0.28,3,0.84,1,0.28,0,0.0,227,63.41,35001
35,2,414,166,40.1,2,0.48,0,0.0,0,0.0,0,0.0,246,59.42,35002
35,3,394,140,35.53,2,0.51,0,0.0,1,0.25,0,0.0,251,63.71,35003
35,4,357,135,37.82,1,0.28,1,0.28,0,0.0,1,0.28,219,61.34,35004
35,5,364,139,38.19,1,0.27,0,0.0,0,0.0,0,0.0,224,61.54,35005
35,6,346,125,36.13,1,0.29,2,0.58,0,0.0,0,0.0,218,63.01,35006
35,7,434,121,27.88,2,0.46,1,0.23,0,0.0,0,0.0,310,71.43,35007
35,8,429,135,31.47,0,0.0,1,0.23,0,0.0,0,0.0,293,68.3,35008
35,9,380,167,43.95,1,0.26,1,0.26,0,0.0,0,0.0,211,55.53,35009
35,10,569,137,24.08,1,0.18,0,0.0,0,0.0,0,0.0,431,75.75,35010
35,11,415,143,34.46,0,0.0,0,0.0,0,0.0,1,0.24,271,65.3,35011
35,12,286,134,46.85,1,0.35,1,0.35,0,0.0,1,0.35,149,52.1,35012
35,13,282,135,47.87,0,0.0,0,0.0,0,0.0,0,0.0,147,52.13,35013
35,14,342,144,42.11,1,0.29,0,0.0,0,0.0,0,0.0,197,57.6,35014
35,15,448,166,37.05,0,0.0,1,0.22,0,0.0,1,0.22,280,62.5,35015
35,16,294,146,49.66,0,0.0,1,0.34,0,0.0,0,0.0,147,50.0,35016
35,17,417,162,38.85,1,0.24,0,0.0,0,0.0,0,0.0,254,60.91,35017
35,18,337,179,53.12,1,0.3,0,0.0,1,0.3,1,0.3,155,45.99,35018
35,19,259,124,47.88,0,0.0,0,0.0,0,0.0,3,1.16,132,50.97,35019
35,20,340,142,41.76,1,0.29,0,0.0,0,0.0,0,0.0,197,57.94,35020
35,21,375,155,41.33,1,0.27,0,0.0,1,0.27,1,0.27,217,57.87,35021
35,22,414,156,37.68,0,0.0,0,0.0,0,0.0,0,0.0,258,62.32,35022
35,23,398,156,39.2,1,0.25,2,0.5,0,0.0,0,0.0,239,60.05,35023
35,24,367,134,36.51,3,0.82,1,0.27,0,0.0,0,0.0,229,62.4,35024
35,25,498,142,28.51,0,0.0,0,0.0,0,0.0,2,0.4,354,71.08,35025
35,26,315,119,37.78,0,0.0,1,0.32,0,0.0,1,0.32,194,61.59,35026
35,27,349,151,43.27,1,0.29,1,0.29,0,0.0,0,0.0,196,56.16,35027
35,28,374,150,40.11,2,0.53,0,0.0,0,0.0,0,0.0,222,59.36,35028
35,29,334,147,44.01,0,0.0,0,0.0,1,0.3,0,0.0,186,55.69,35029
35,30,387,178,45.99,0,0.0,0,0.0,2,0.52,0,0.0,207,53.49,35030
35,31,402,138,34.33,1,0.25,1,0.25,0,0.0,1,0.25,261,64.93,35031
36,1,321,164,51.09,0,0.0,1,0.31,1,0.31,0,0.0,155,48.29,36001
36,2,324,165,50.93,2,0.62,0,0.0,0,0.0,0,0.0,157,48.46,36002
36,3,286,150,52.45,1,0.35,1,0.35,0,0.0,0,0.0,134,46.85,36003
36,4,342,180,52.63,1,0.29,0,0.0,0,0.0,0,0.0,161,47.08,36004
36,5,355,201,56.62,1,0.28,2,0.56,4,1.13,0,0.0,147,41.41,36005
36,6,285,159,55.79,0,0.0,0,0.0,0,0.0,0,0.0,126,44.21,36006
36,7,313,135,43.13,2,0.64,0,0.0,0,0.0,0,0.0,176,56.23,36007
36,8,287,133,46.34,0,0.0,1,0.35,0,0.0,0,0.0,153,53.31,36008
36,9,306,145,47.39,1,0.33,1,0.33,1,0.33,0,0.0,158,51.63,36009
36,10,326,154,47.24,2,0.61,1,0.31,0,0.0,1,0.31,168,51.53,36010
36,11,256,129,50.39,1,0.39,1,0.39,0,0.0,0,0.0,125,48.83,36011
36,12,240,125,52.08,0,0.0,0,0.0,0,0.0,0,0.0,115,47.92,36012
36,13,241,128,53.11,0,0.0,1,0.41,1,0.41,1,0.41,110,45.64,36013
36,14,292,124,42.47,0,0.0,4,1.37,0,0.0,1,0.34,163,55.82,36014
36,15,320,152,47.5,3,0.94,0,0.0,1,0.31,0,0.0,164,51.25,36015
36,16,286,135,47.2,2,0.7,1,0.35,0,0.0,0,0.0,148,51.75,36016
36,17,329,157,47.72,1,0.3,4,1.22,0,0.0,0,0.0,167,50.76,36017
36,18,274,103,37.59,1,0.36,1,0.36,0,0.0,0,0.0,169,61.68,36018
36,19,379,181,47.76,0,0.0,0,0.0,1,0.26,0,0.0,197,51.98,36019
36,20,277,133,48.01,2,0.72,0,0.0,0,0.0,0,0.0,142,51.26,36020
36,21,326,151,46.32,1,0.31,0,0.0,0,0.0,1,0.31,173,53.07,36021
36,22,283,123,43.46,2,0.71,0,0.0,2,0.71,1,0.35,155,54.77,36022
36,23,307,144,46.91,1,0.33,0,0.0,1,0.33,1,0.33,160,52.12,36023
36,24,294,135,45.92,1,0.34,1,0.34,1,0.34,0,0.0,156,53.06,36024
36,25,340,146,42.94,0,0.0,1,0.29,0,0.0,0,0.0,193,56.76,36025
36,26,224,115,51.34,2,0.89,1,0.45,0,0.0,2,0.89,104,46.43,36026
36,27,282,139,49.29,2,0.71,0,0.0,0,0.0,0,0.0,141,50.0,36027
36,28,252,118,46.83,1,0.4,1,0.4,1,0.4,2,0.79,129,51.19,36028
36,29,329,143,43.47,0,0.0,2,0.61,0,0.0,0,0.0,184,55.93,36029
36,30,291,129,44.33,1,0.34,0,0.0,0,0.0,0,0.0,161,55.33,36030
37,1,320,216,67.5,8,2.5,6,1.88,2,0.63,3,0.94,85,26.56,37001
37,2,233,149,63.95,0,0.0,0,0.0,0,0.0,0,0.0,84,36.05,37002
37,3,294,201,68.37,2,0.68,1,0.34,0,0.0,0,0.0,90,30.61,37003
37,4,314,201,64.01,3,0.96,0,0.0,0,0.0,0,0.0,110,35.03,37004
37,5,391,267,68.29,2,0.51,0,0.0,0,0.0,0,0.0,122,31.2,37005
37,6,370,250,67.57,1,0.27,0,0.0,0,0.0,1,0.27,118,31.89,37006
37,7,276,194,70.29,2,0.72,1,0.36,0,0.0,0,0.0,79,28.62,37007
37,8,284,200,70.42,0,0.0,1,0.35,0,0.0,0,0.0,83,29.23,37008
37,9,396,268,67.68,2,0.51,0,0.0,0,0.0,0,0.0,126,31.82,37009
37,10,403,247,61.29,0,0.0,1,0.25,2,0.5,0,0.0,153,37.97,37010
37,11,278,185,66.55,1,0.36,0,0.0,0,0.0,0,0.0,92,33.09,37011
37,12,290,160,55.17,2,0.69,0,0.0,1,0.34,0,0.0,127,43.79,37012
37,13,269,206,76.58,1,0.37,0,0.0,0,0.0,0,0.0,62,23.05,37013
37,14,356,243,68.26,4,1.12,0,0.0,0,0.0,0,0.0,109,30.62,37014
37,15,399,257,64.41,1,0.25,0,0.0,0,0.0,0,0.0,141,35.34,37015
37,16,379,245,64.64,1,0.26,0,0.0,0,0.0,1,0.26,132,34.83,37016
37,17,347,229,65.99,0,0.0,0,0.0,0,0.0,0,0.0,118,34.01,37017
37,18,375,266,70.93,4,1.07,1,0.27,0,0.0,0,0.0,104,27.73,37018
37,19,312,212,67.95,1,0.32,0,0.0,0,0.0,0,0.0,99,31.73,37019
37,20,313,216,69.01,2,0.64,2,0.64,0,0.0,0,0.0,93,29.71,37020
37,21,312,204,65.38,6,1.92,0,0.0,1,0.32,0,0.0,101,32.37,37021
37,22,328,204,62.2,3,0.91,0,0.0,0,0.0,0,0.0,121,36.89,37022
37,23,384,253,65.89,3,0.78,2,0.52,0,0.0,0,0.0,126,32.81,37023
37,24,375,237,63.2,4,1.07,0,0.0,0,0.0,0,0.0,134,35.73,37024
37,25,357,237,66.39,3,0.84,0,0.0,0,0.0,0,0.0,117,32.77,37025
37,26,469,303,64.61,4,0.85,1,0.21,0,0.0,1,0.21,160,34.12,37026
37,27,335,233,69.55,1,0.3,2,0.6,0,0.0,0,0.0,99,29.55,37027
37,28,295,202,68.47,1,0.34,0,0.0,2,0.68,0,0.0,90,30.51,37028
37,29,383,273,71.28,3,0.78,0,0.0,0,0.0,0,0.0,107,27.94,37029
37,30,381,275,72.18,1,0.26,0,0.0,0,0.0,1,0.26,104,27.3,37030
37,31,407,271,66.58,5,1.23,2,0.49,0,0.0,1,0.25,128,31.45,37031
37,32,328,229,69.82,3,0.91,0,0.0,0,0.0,0,0.0,96,29.27,37032
37,33,381,298,78.22,3,0.79,0,0.0,0,0.0,0,0.0,80,21.0,37033
37,34,364,256,70.33,3,0.82,1,0.27,0,0.0,0,0.0,104,28.57,37034
37,35,379,271,71.5,3,0.79,0,0.0,0,0.0,0,0.0,105,27.7,37035
37,36,357,256,71.71,2,0.56,0,0.0,0,0.0,0,0.0,99,27.73,37036
37,37,420,283,67.38,3,0.71,1,0.24,0,0.0,1,0.24,132,31.43,37037
37,38,428,288,67.29,6,1.4,0,0.0,0,0.0,0,0.0,134,31.31,37038
37,39,366,245,66.94,4,1.09,0,0.0,0,0.0,1,0.27,116,31.69,37039
37,40,410,278,67.8,1,0.24,0,0.0,0,0.0,0,0.0,131,31.95,37040
37,41,360,244,67.78,3,0.83,0,0.0,0,0.0,0,0.0,113,31.39,37041
38,1,261,132,50.57,0,0.0,1,0.38,0,0.0,0,0.0,128,49.04,38001
38,2,236,108,45.76,2,0.85,8,3.39,1,0.42,0,0.0,117,49.58,38002
38,3,286,131,45.8,0,0.0,1,0.35,2,0.7,0,0.0,152,53.15,38003
38,4,267,121,45.32,1,0.37,2,0.75,1,0.37,0,0.0,142,53.18,38004
38,5,260,122,46.92,1,0.38,2,0.77,0,0.0,0,0.0,135,51.92,38005
38,6,254,116,45.67,3,1.18,0,0.0,2,0.79,0,0.0,133,52.36,38006
38,7,234,119,50.85,4,1.71,5,2.14,0,0.0,0,0.0,106,45.3,38007
38,8,243,118,48.56,2,0.82,3,1.23,1,0.41,0,0.0,119,48.97,38008
38,9,278,127,45.68,0,0.0,3,1.08,0,0.0,1,0.36,147,52.88,38009
38,10,251,115,45.82,0,0.0,0,0.0,1,0.4,1,0.4,134,53.39,38010
38,11,260,120,46.15,0,0.0,2,0.77,0,0.0,0,0.0,138,53.08,38011
38,12,223,122,54.71,2,0.9,6,2.69,0,0.0,0,0.0,93,41.7,38012
38,13,279,127,45.52,4,1.43,3,1.08,0,0.0,0,0.0,145,51.97,38013
38,14,296,120,40.54,1,0.34,2,0.68,1,0.34,0,0.0,172,58.11,38014
38,15,287,147,51.22,1,0.35,3,1.05,1,0.35,1,0.35,134,46.69,38015
38,16,257,122,47.47,1,0.39,3,1.17,0,0.0,1,0.39,130,50.58,38016
38,17,283,121,42.76,3,1.06,4,1.41,0,0.0,0,0.0,155,54.77,38017
38,18,266,111,41.73,0,0.0,5,1.88,0,0.0,0,0.0,150,56.39,38018
