ward,precinct,total,Dan Rutherford,Dan Rutherford Percent,Robin Kelly,Robin Kelly Percent,Scott K. Summers,Scott K. Summers Percent,James Pauly,James Pauly Percent,precinct_id
49,33,225,33,14.67,184,81.78,7,3.11,1,0.44,49033
49,34,297,30,10.1,240,80.81,20,6.73,7,2.36,49034
49,35,329,69,20.97,225,68.39,26,7.9,9,2.74,49035
49,36,409,55,13.45,315,77.02,30,7.33,9,2.2,49036
49,37,455,80,17.58,328,72.09,36,7.91,11,2.42,49037
49,38,256,25,9.77,213,83.2,14,5.47,4,1.56,49038
49,39,260,33,12.69,200,76.92,26,10.0,1,0.38,49039
49,40,254,56,22.05,180,70.87,16,6.3,2,0.79,49040
49,41,290,45,15.52,227,78.28,12,4.14,6,2.07,49041
49,42,309,32,10.36,249,80.58,23,7.44,5,1.62,49042
50,1,348,176,50.57,158,45.4,10,2.87,4,1.15,50001
50,2,357,140,39.22,197,55.18,17,4.76,3,0.84,50002
50,3,283,90,31.8,178,62.9,8,2.83,7,2.47,50003
50,4,293,71,24.23,215,73.38,3,1.02,4,1.37,50004
50,5,352,178,50.57,147,41.76,17,4.83,10,2.84,50005
50,6,199,46,23.12,137,68.84,14,7.04,2,1.01,50006
50,7,339,91,26.84,222,65.49,20,5.9,6,1.77,50007
50,8,187,47,25.13,131,70.05,5,2.67,4,2.14,50008
50,9,224,61,27.23,144,64.29,14,6.25,5,2.23,50009
50,10,236,99,41.95,126,53.39,5,2.12,6,2.54,50010
50,11,290,171,58.97,108,37.24,5,1.72,6,2.07,50011
50,12,202,91,45.05,103,50.99,7,3.47,1,0.5,50012
50,13,346,61,17.63,261,75.43,12,3.47,12,3.47,50013
50,14,131,46,35.11,80,61.07,3,2.29,2,1.53,50014
50,15,341,81,23.75,230,67.45,23,6.74,7,2.05,50015
50,16,155,70,45.16,81,52.26,2,1.29,2,1.29,50016
50,17,245,95,38.78,140,57.14,9,3.67,1,0.41,50017
50,18,235,62,26.38,164,69.79,7,2.98,2,0.85,50018
50,19,250,56,22.4,178,71.2,7,2.8,9,3.6,50019
50,20,273,88,32.23,166,60.81,17,6.23,2,0.73,50020
50,21,292,76,26.03,199,68.15,14,4.79,3,1.03,50021
50,22,295,50,16.95,223,75.59,16,5.42,6,2.03,50022
50,23,229,105,45.85,109,47.6,11,4.8,4,1.75,50023
50,24,296,64,21.62,214,72.3,9,3.04,9,3.04,50024
50,25,318,186,58.49,124,38.99,6,1.89,2,0.63,50025
50,26,221,51,23.08,163,73.76,4,1.81,3,1.36,50026
50,27,123,48,39.02,67,54.47,5,4.07,3,2.44,50027
50,28,288,77,26.74,194,67.36,12,4.17,5,1.74,50028
50,29,303,69,22.77,215,70.96,12,3.96,7,2.31,50029
50,30,255,137,53.73,104,40.78,9,3.53,5,1.96,50030
50,31,89,47,52.81,40,44.94,1,1.12,1,1.12,50031
50,32,300,51,17.0,231,77.0,17,5.67,1,0.33,50032
50,33,222,93,41.89,120,54.05,7,3.15,2,0.9,50033
50,34,258,46,17.83,192,74.42,12,4.65,8,3.1,50034
50,35,369,92,24.93,256,69.38,16,4.34,5,1.36,50035
50,36,315,83,26.35,203,64.44,25,7.94,4,1.27,50036
50,37,325,68,20.92,232,71.38,16,4.92,9,2.77,50037
50,38,172,61,35.47,102,59.3,7,4.07,2,1.16,50038
50,39,235,89,37.87,136,57.87,9,3.83,1,0.43,50039
50,40,334,185,55.39,132,39.52,14,4.19,3,0.9,50040
50,41,388,215,55.41,161,41.49,9,2.32,3,0.77,50041
50,42,266,85,31.95,160,60.15,20,7.52,1,0.38,50042
50,43,270,57,21.11,199,73.7,13,4.81,1,0.37,50043
50,44,252,154,61.11,87,34.52,5,1.98,6,2.38,50044
50,45,176,127,72.16,39,22.16,8,4.55,2,1.14,50045
