ward,precinct,total,(JB Pritzker,(JB Pritzker Percent,(Bruce Rauner,(Bruce Rauner Percent,(Grayson Kash Jackson,(Grayson Kash Jackson Percent,(William ''Sam'' McCann,(William ''Sam'' McCann Percent,precinct_id
41,40,515,229,44.47,251,48.74,9,1.75,26,5.05,41040
41,41,500,234,46.8,247,49.4,5,1.0,14,2.8,41041
41,42,464,232,50.0,200,43.1,10,2.16,22,4.74,41042
41,43,503,262,52.09,218,43.34,6,1.19,17,3.38,41043
41,44,492,203,41.26,254,51.63,18,3.66,17,3.46,41044
41,45,453,247,54.53,178,39.29,12,2.65,16,3.53,41045
41,46,504,247,49.01,221,43.85,15,2.98,21,4.17,41046
41,47,509,254,49.9,217,42.63,19,3.73,19,3.73,41047
42,1,540,342,63.33,191,35.37,5,0.93,2,0.37,42001
42,2,669,508,75.93,146,21.82,7,1.05,8,1.2,42002
42,3,627,469,74.8,137,21.85,15,2.39,6,0.96,42003
42,4,1199,832,69.39,341,28.44,12,1.0,14,1.17,42004
42,5,540,367,67.96,159,29.44,12,2.22,2,0.37,42005
42,6,587,381,64.91,185,31.52,12,2.04,9,1.53,42006
42,7,755,484,64.11,248,32.85,10,1.32,13,1.72,42007
42,8,541,405,74.86,122,22.55,5,0.92,9,1.66,42008
42,9,724,537,74.17,152,20.99,23,3.18,12,1.66,42009
42,10,838,598,71.36,221,26.37,9,1.07,10,1.19,42010
42,11,424,237,55.9,177,41.75,8,1.89,2,0.47,42011
42,12,543,338,62.25,194,35.73,8,1.47,3,0.55,42012
42,13,523,317,60.61,181,34.61,8,1.53,17,3.25,42013
42,14,799,532,66.58,239,29.91,18,2.25,10,1.25,42014
42,15,705,469,66.52,222,31.49,9,1.28,5,0.71,42015
42,16,643,458,71.23,170,26.44,13,2.02,2,0.31,42016
42,17,853,543,63.66,286,33.53,16,1.88,8,0.94,42017
42,18,695,475,68.35,196,28.2,18,2.59,6,0.86,42018
42,19,774,474,61.24,285,36.82,9,1.16,6,0.78,42019
42,20,722,458,63.43,236,32.69,15,2.08,13,1.8,42020
42,21,668,486,72.75,163,24.4,15,2.25,4,0.6,42021
42,22,328,196,59.76,122,37.2,7,2.13,3,0.91,42022
42,23,707,430,60.82,258,36.49,10,1.41,9,1.27,42023
42,24,644,416,64.6,219,34.01,8,1.24,1,0.16,42024
42,25,643,388,60.34,230,35.77,14,2.18,11,1.71,42025
42,26,847,560,66.12,261,30.81,18,2.13,8,0.94,42026
42,27,447,312,69.8,118,26.4,11,2.46,6,1.34,42027
42,28,667,459,68.82,189,28.34,12,1.8,7,1.05,42028
42,29,672,439,65.33,215,31.99,13,1.93,5,0.74,42029
42,30,526,261,49.62,259,49.24,5,0.95,1,0.19,42030
42,31,759,458,60.34,284,37.42,9,1.19,8,1.05,42031
42,32,700,428,61.14,250,35.71,18,2.57,4,0.57,42032
42,33,696,524,75.29,158,22.7,11,1.58,3,0.43,42033
42,34,524,319,60.88,197,37.6,2,0.38,6,1.15,42034
42,35,803,594,73.97,184,22.91,10,1.25,15,1.87,42035
42,36,1027,731,71.18,265,25.8,25,2.43,6,0.58,42036
42,37,470,309,65.74,150,31.91,10,2.13,1,0.21,42037
42,38,587,395,67.29,177,30.15,11,1.87,4,0.68,42038
42,39,893,622,69.65,248,27.77,15,1.68,8,0.9,42039
42,40,859,648,75.44,198,23.05,10,1.16,3,0.35,42040
42,41,644,453,70.34,167,25.93,19,2.95,5,0.78,42041
42,42,1037,767,73.96,244,23.53,21,2.03,5,0.48,42042
43,1,317,220,69.4,93,29.34,1,0.32,3,0.95,43001
43,2,674,424,62.91,228,33.83,18,2.67,4,0.59,43002
43,3,599,378,63.11,218,36.39,2,0.33,1,0.17,43003
43,4,725,476,65.66,233,32.14,14,1.93,2,0.28,43004
43,5,544,369,67.83,162,29.78,11,2.02,2,0.37,43005
43,6,491,344,70.06,135,27.49,7,1.43,5,1.02,43006
43,7,394,282,71.57,105,26.65,7,1.78,0,0.0,43007
43,8,449,296,65.92,135,30.07,7,1.56,11,2.45,43008
43,9,616,411,66.72,186,30.19,17,2.76,2,0.32,43009
43,10,744,484,65.05,243,32.66,8,1.08,9,1.21,43010
43,11,578,364,62.98,196,33.91,14,2.42,4,0.69,43011
43,12,432,296,68.52,116,26.85,12,2.78,8,1.85,43012
43,13,572,445,77.8,107,18.71,11,1.92,9,1.57,43013
43,14,620,395,63.71,216,34.84,7,1.13,2,0.32,43014
43,15,604,401,66.39,188,31.13,11,1.82,4,0.66,43015
43,16,741,501,67.61,218,29.42,18,2.43,4,0.54,43016
43,17,487,297,60.99,181,37.17,5,1.03,4,0.82,43017
43,18,711,471,66.24,227,31.93,10,1.41,3,0.42,43018
43,19,674,467,69.29,192,28.49,9,1.34,6,0.89,43019
43,20,687,493,71.76,172,25.04,18,2.62,4,0.58,43020
43,21,681,464,68.14,186,27.31,19,2.79,12,1.76,43021
43,22,429,320,74.59,93,21.68,11,2.56,5,1.17,43022
43,23,437,308,70.48,107,24.49,18,4.12,4,0.92,43023
43,24,467,308,65.95,137,29.34,14,3.0,8,1.71,43024
43,25,490,346,70.61,127,25.92,8,1.63,9,1.84,43025
43,26,401,287,71.57,107,26.68,4,1.0,3,0.75,43026
43,27,595,391,65.71,192,32.27,7,1.18,5,0.84,43027
43,28,779,558,71.63,206,26.44,9,1.16,6,0.77,43028
43,29,577,403,69.84,161,27.9,10,1.73,3,0.52,43029
43,30,659,447,67.83,196,29.74,10,1.52,6,0.91,43030
43,31,587,414,70.53,160,27.26,3,0.51,10,1.7,43031
43,32,628,443,70.54,165,26.27,14,2.23,6,0.96,43032
43,33,613,377,61.5,230,37.52,1,0.16,5,0.82,43033
43,34,445,321,72.13,115,25.84,6,1.35,3,0.67,43034
43,35,662,424,64.05,222,33.53,9,1.36,7,1.06,43035
43,36,340,272,80.0,63,18.53,1,0.29,4,1.18,43036
43,37,670,518,77.31,127,18.96,17,2.54,8,1.19,43037
43,38,508,288,56.69,210,41.34,8,1.57,2,0.39,43038
43,39,580,408,70.34,147,25.34,17,2.93,8,1.38,43039
43,40,447,333,74.5,96,21.48,14,3.13,4,0.89,43040
43,41,796,574,72.11,208,26.13,11,1.38,3,0.38,43041
43,42,574,432,75.26,129,22.47,9,1.57,4,0.7,43042
43,43,574,358,62.37,211,36.76,4,0.7,1,0.17,43043
43,44,597,397,66.5,179,29.98,12,2.01,9,1.51,43044
43,45,363,235,64.74,120,33.06,6,1.65,2,0.55,43045
43,46,358,261,72.91,88,24.58,8,2.23,1,0.28,43046
44,1,967,783,80.97,155,16.03,21,2.17,8,0.83,44001
44,2,635,454,71.5,168,26.46,8,1.26,5,0.79,44002
44,3,400,298,74.5,93,23.25,6,1.5,3,0.75,44003
44,4,575,421,73.22,134,23.3,13,2.26,7,1.22,44004
44,5,717,606,84.52,91,12.69,14,1.95,6,0.84,44005
44,6,799,651,81.48,127,15.89,18,2.25,3,0.38,44006
44,7,459,300,65.36,148,32.24,7,1.53,4,0.87,44007
44,8,897,726,80.94,147,16.39,18,2.01,6,0.67,44008
44,9,631,471,74.64,141,22.35,15,2.38,4,0.63,44009
44,10,652,472,72.39,159,24.39,17,2.61,4,0.61,44010
44,11,711,508,71.45,185,26.02,14,1.97,4,0.56,44011
44,12,669,523,78.18,137,20.48,3,0.45,6,0.9,44012
44,13,533,355,66.6,166,31.14,8,1.5,4,0.75,44013
44,14,597,450,75.38,129,21.61,14,2.35,4,0.67,44014
44,15,575,461,80.17,99,17.22,11,1.91,4,0.7,44015
44,16,739,518,70.09,196,26.52,21,2.84,4,0.54,44016
44,17,853,684,80.19,150,17.58,15,1.76,4,0.47,44017
44,18,706,539,76.35,145,20.54,18,2.55,4,0.57,44018
44,19,781,619,79.26,145,18.57,13,1.66,4,0.51,44019
44,20,690,569,82.46,105,15.22,14,2.03,2,0.29,44020
44,21,808,658,81.44,125,15.47,23,2.85,2,0.25,44021
44,22,677,516,76.22,147,21.71,9,1.33,5,0.74,44022
44,23,635,528,83.15,77,12.13,24,3.78,6,0.94,44023
44,24,472,358,75.85,101,21.4,11,2.33,2,0.42,44024
44,25,654,467,71.41,169,25.84,14,2.14,4,0.61,44025
44,26,770,628,81.56,123,15.97,15,1.95,4,0.52,44026
44,27,780,565,72.44,190,24.36,21,2.69,4,0.51,44027
44,28,594,502,84.51,80,13.47,10,1.68,2,0.34,44028
44,29,708,524,74.01,172,24.29,7,0.99,5,0.71,44029
44,30,783,589,75.22,178,22.73,11,1.4,5,0.64,44030
44,31,552,418,75.72,115,20.83,17,3.08,2,0.36,44031
44,32,719,533,74.13,166,23.09,14,1.95,6,0.83,44032
44,33,673,594,88.26,62,9.21,15,2.23,2,0.3,44033
44,34,676,549,81.21,108,15.98,13,1.92,6,0.89,44034
44,35,774,600,77.52,149,19.25,13,1.68,12,1.55,44035
44,36,674,535,79.38,120,17.8,17,2.52,2,0.3,44036
44,37,710,583,82.11,114,16.06,9,1.27,4,0.56,44037
44,38,643,457,71.07,163,25.35,20,3.11,3,0.47,44038
44,39,695,508,73.09,173,24.89,11,1.58,3,0.43,44039
44,40,631,434,68.78,180,28.53,15,2.38,2,0.32,44040
44,41,813,665,81.8,120,14.76,20,2.46,8,0.98,44041
45,1,395,316,80.0,69,17.47,6,1.52,4,1.01,45001
45,2,463,386,83.37,59,12.74,12,2.59,6,1.3,45002
45,3,445,334,75.06,87,19.55,16,3.6,8,1.8,45003
45,4,586,428,73.04,135,23.04,14,2.39,9,1.54,45004
45,5,492,342,69.51,123,25.0,16,3.25,11,2.24,45005
45,6,651,480,73.73,143,21.97,14,2.15,14,2.15,45006
45,7,705,515,73.05,167,23.69,9,1.28,14,1.99,45007
45,8,488,360,73.77,109,22.34,11,2.25,8,1.64,45008
45,9,443,330,74.49,87,19.64,9,2.03,17,3.84,45009
45,10,473,334,70.61,116,24.52,11,2.33,12,2.54,45010
45,11,331,250,75.53,64,19.34,10,3.02,7,2.11,45011
45,12,440,322,73.18,94,21.36,15,3.41,9,2.05,45012
45,13,405,273,67.41,114,28.15,11,2.72,7,1.73,45013
45,14,577,412,71.4,131,22.7,19,3.29,15,2.6,45014
45,15,556,435,78.24,92,16.55,17,3.06,12,2.16,45015
45,16,407,294,72.24,90,22.11,14,3.44,9,2.21,45016
45,17,538,364,67.66,143,26.58,14,2.6,17,3.16,45017
45,18,482,312,64.73,137,28.42,20,4.15,13,2.7,45018
45,19,243,182,74.9,45,18.52,9,3.7,7,2.88,45019
45,20,338,235,69.53,84,24.85,7,2.07,12,3.55,45020
45,21,429,264,61.54,144,33.57,10,2.33,11,2.56,45021
45,22,424,285,67.22,116,27.36,11,2.59,12,2.83,45022
45,23,409,246,60.15,144,35.21,8,1.96,11,2.69,45023
45,24,360,227,63.06,116,32.22,9,2.5,8,2.22,45024
45,25,286,167,58.39,105,36.71,9,3.15,5,1.75,45025
45,26,252,128,50.79,107,42.46,4,1.59,13,5.16,45026
45,27,447,253,56.6,166,37.14,11,2.46,17,3.8,45027
45,28,369,242,65.58,111,30.08,10,2.71,6,1.63,45028
45,29,309,193,62.46,101,32.69,8,2.59,7,2.27,45029
45,30,393,312,79.39,66,16.79,7,1.78,8,2.04,45030
45,31,371,266,71.7,89,23.99,10,2.7,6,1.62,45031
45,32,398,271,68.09,103,25.88,18,4.52,6,1.51,45032
45,33,347,246,70.89,87,25.07,14,4.03,0,0.0,45033
45,34,455,305,67.03,126,27.69,14,3.08,10,2.2,45034
45,35,498,347,69.68,128,25.7,13,2.61,10,2.01,45035
45,36,485,305,62.89,153,31.55,18,3.71,9,1.86,45036
45,37,456,292,64.04,137,30.04,8,1.75,19,4.17,45037
45,38,419,282,67.3,117,27.92,11,2.63,9,2.15,45038
45,39,450,295,65.56,131,29.11,11,2.44,13,2.89,45039
45,40,443,260,58.69,165,37.25,8,1.81,10,2.26,45040
45,41,427,256,59.95,135,31.62,18,4.22,18,4.22,45041
45,42,430,237,55.12,160,37.21,11,2.56,22,5.12,45042
45,43,448,243,54.24,182,40.63,12,2.68,11,2.46,45043
45,44,448,259,57.81,162,36.16,14,3.13,13,2.9,45044
45,45,317,171,53.94,124,39.12,7,2.21,15,4.73,45045
45,46,336,208,61.9,108,32.14,7,2.08,13,3.87,45046
45,47,326,172,52.76,136,41.72,5,1.53,13,3.99,45047
45,48,383,193,50.39,171,44.65,9,2.35,10,2.61,45048
46,1,432,365,84.49,49,11.34,13,3.01,5,1.16,46001
46,2,547,488,89.21,40,7.31,18,3.29,1,0.18,46002
46,3,704,576,81.82,112,15.91,11,1.56,5,0.71,46003
46,4,543,476,87.66,47,8.66,15,2.76,5,0.92,46004
46,5,777,637,81.98,124,15.96,15,1.93,1,0.13,46005
46,6,488,429,87.91,44,9.02,15,3.07,0,0.0,46006
46,7,639,507,79.34,111,17.37,14,2.19,7,1.1,46007
46,8,392,336,85.71,42,10.71,10,2.55,4,1.02,46008
46,9,653,570,87.29,67,10.26,15,2.3,1,0.15,46009
46,10,947,785,82.89,137,14.47,23,2.43,2,0.21,46010
46,11,577,466,80.76,101,17.5,7,1.21,3,0.52,46011
46,12,637,572,89.8,52,8.16,11,1.73,2,0.31,46012
46,13,560,468,83.57,77,13.75,11,1.96,4,0.71,46013
46,14,546,485,88.83,45,8.24,13,2.38,3,0.55,46014
46,15,589,463,78.61,103,17.49,15,2.55,8,1.36,46015
46,16,683,604,88.43,63,9.22,11,1.61,5,0.73,46016
46,17,668,562,84.13,92,13.77,8,1.2,6,0.9,46017
46,18,644,516,80.12,101,15.68,15,2.33,12,1.86,46018
46,19,422,344,81.52,70,16.59,6,1.42,2,0.47,46019
46,20,475,416,87.58,48,10.11,9,1.89,2,0.42,46020
46,21,398,336,84.42,51,12.81,11,2.76,0,0.0,46021
46,22,449,378,84.19,43,9.58,18,4.01,10,2.23,46022
46,23,461,416,90.24,29,6.29,11,2.39,5,1.08,46023
46,24,695,577,83.02,102,14.68,10,1.44,6,0.86,46024
46,25,553,494,89.33,39,7.05,14,2.53,6,1.08,46025
46,26,663,594,89.59,50,7.54,16,2.41,3,0.45,46026
46,27,773,648,83.83,95,12.29,24,3.1,6,0.78,46027
46,28,583,464,79.59,102,17.5,8,1.37,9,1.54,46028
46,29,503,415,82.5,71,14.12,10,1.99,7,1.39,46029
46,30,623,535,85.87,66,10.59,15,2.41,7,1.12,46030
46,31,593,516,87.02,60,10.12,14,2.36,3,0.51,46031
46,32,610,523,85.74,66,10.82,17,2.79,4,0.66,46032
46,33,690,562,81.45,110,15.94,14,2.03,4,0.58,46033
46,34,686,592,86.3,75,10.93,16,2.33,3,0.44,46034
46,35,668,582,87.13,68,10.18,15,2.25,3,0.45,46035
46,36,584,447,76.54,113,19.35,12,2.05,12,2.05,46036
46,37,535,462,86.36,56,10.47,13,2.43,4,0.75,46037
46,38,625,548,87.68,58,9.28,14,2.24,5,0.8,46038
46,39,598,471,78.76,110,18.39,14,2.34,3,0.5,46039
46,40,482,403,83.61,57,11.83,18,3.73,4,0.83,46040
47,1,417,324,77.7,78,18.71,8,1.92,7,1.68,47001
47,2,626,468,74.76,149,23.8,7,1.12,2,0.32,47002
47,3,574,429,74.74,126,21.95,10,1.74,9,1.57,47003
47,4,676,518,76.63,136,20.12,14,2.07,8,1.18,47004
47,5,653,543,83.15,89,13.63,19,2.91,2,0.31,47005
47,6,738,590,79.95,127,17.21,20,2.71,1,0.14,47006
47,7,546,428,78.39,102,18.68,9,1.65,7,1.28,47007
47,8,589,448,76.06,119,20.2,15,2.55,7,1.19,47008
47,9,585,443,75.73,120,20.51,16,2.74,6,1.03,47009
47,10,764,656,85.86,75,9.82,26,3.4,7,0.92,47010
47,11,608,464,76.32,121,19.9,18,2.96,5,0.82,47011
47,12,651,530,81.41,111,17.05,9,1.38,1,0.15,47012
47,13,585,481,82.22,74,12.65,21,3.59,9,1.54,47013
47,14,553,430,77.76,104,18.81,13,2.35,6,1.08,47014
47,15,728,656,90.11,56,7.69,12,1.65,4,0.55,47015
47,16,596,477,80.03,102,17.11,12,2.01,5,0.84,47016
47,17,595,465,78.15,112,18.82,14,2.35,4,0.67,47017
47,18,592,473,79.9,104,17.57,10,1.69,5,0.84,47018
47,19,760,689,90.66,53,6.97,16,2.11,2,0.26,47019
47,20,568,476,83.8,73,12.85,16,2.82,3,0.53,47020
47,21,580,490,84.48,75,12.93,9,1.55,6,1.03,47021
47,22,624,497,79.65,103,16.51,18,2.88,6,0.96,47022
47,23,670,598,89.25,54,8.06,15,2.24,3,0.45,47023
47,24,633,504,79.62,109,17.22,18,2.84,2,0.32,47024
47,25,722,586,81.16,109,15.1,23,3.19,4,0.55,47025
47,26,780,690,88.46,71,9.1,14,1.79,5,0.64,47026
47,27,570,446,78.25,102,17.89,16,2.81,6,1.05,47027
47,28,561,437,77.9,108,19.25,10,1.78,6,1.07,47028
47,29,668,541,80.99,113,16.92,10,1.5,4,0.6,47029
47,30,733,623,84.99,80,10.91,24,3.27,6,0.82,47030
47,31,603,514,85.24,68,11.28,14,2.32,7,1.16,47031
47,32,732,619,84.56,88,12.02,20,2.73,5,0.68,47032
47,33,574,423,73.69,129,22.47,19,3.31,3,0.52,47033
47,34,625,521,83.36,92,14.72,10,1.6,2,0.32,47034
47,35,628,451,71.82,152,24.2,15,2.39,10,1.59,47035
47,36,671,573,85.39,77,11.48,16,2.38,5,0.75,47036
47,37,598,494,82.61,86,14.38,17,2.84,1,0.17,47037
47,38,612,497,81.21,103,16.83,5,0.82,7,1.14,47038
47,39,611,506,82.82,88,14.4,13,2.13,4,0.65,47039
47,40,604,497,82.28,89,14.74,14,2.32,4,0.66,47040
47,41,685,579,84.53,92,13.43,11,1.61,3,0.44,47041
47,42,626,541,86.42,68,10.86,13,2.08,4,0.64,47042
47,43,566,424,74.91,125,22.08,12,2.12,5,0.88,47043
47,44,593,447,75.38,128,21.59,17,2.87,1,0.17,47044
47,45,579,465,80.31,94,16.23,15,2.59,5,0.86,47045
47,46,598,431,72.07,149,24.92,16,2.68,2,0.33,47046
47,47,704,528,75.0,160,22.73,15,2.13,1,0.14,47047
47,48,54,43,79.63,10,18.52,0,0.0,1,1.85,47048
48,1,517,474,91.68,33,6.38,7,1.35,3,0.58,48001
48,2,275,208,75.64,57,20.73,7,2.55,3,1.09,48002
48,3,620,543,87.58,61,9.84,13,2.1,3,0.48,48003
48,4,547,489,89.4,44,8.04,11,2.01,3,0.55,48004
48,5,348,292,83.91,50,14.37,5,1.44,1,0.29,48005
48,6,678,587,86.58,72,10.62,15,2.21,4,0.59,48006
48,7,570,521,91.4,33,5.79,10,1.75,6,1.05,48007
48,8,315,239,75.87,66,20.95,6,1.9,4,1.27,48008
48,9,366,267,72.95,83,22.68,10,2.73,6,1.64,48009
48,10,820,741,90.37,68,8.29,9,1.1,2,0.24,48010
48,11,514,445,86.58,59,11.48,8,1.56,2,0.39,48011
48,12,692,604,87.28,76,10.98,6,0.87,6,0.87,48012
48,13,705,569,80.71,108,15.32,15,2.13,13,1.84,48013
48,14,290,222,76.55,61,21.03,4,1.38,3,1.03,48014
48,15,402,335,83.33,48,11.94,10,2.49,9,2.24,48015
48,16,583,523,89.71,48,8.23,10,1.72,2,0.34,48016
48,17,510,439,86.08,56,10.98,13,2.55,2,0.39,48017
48,18,382,338,88.48,32,8.38,8,2.09,4,1.05,48018
48,19,380,327,86.05,42,11.05,5,1.32,6,1.58,48019
48,20,642,572,89.1,56,8.72,9,1.4,5,0.78,48020
48,21,714,615,86.13,79,11.06,10,1.4,10,1.4,48021
48,22,496,371,74.8,107,21.57,8,1.61,10,2.02,48022
48,23,634,486,76.66,125,19.72,13,2.05,10,1.58,48023
48,24,640,488,76.25,127,19.84,16,2.5,9,1.41,48024
48,25,515,436,84.66,61,11.84,12,2.33,6,1.17,48025
48,26,278,231,83.09,37,13.31,6,2.16,4,1.44,48026
48,27,812,714,87.93,73,8.99,21,2.59,4,0.49,48027
48,28,642,474,73.83,149,23.21,11,1.71,8,1.25,48028
48,29,306,247,80.72,50,16.34,4,1.31,5,1.63,48029
48,30,505,446,88.32,38,7.52,15,2.97,6,1.19,48030
48,31,722,616,85.32,77,10.66,21,2.91,8,1.11,48031
48,32,586,513,87.54,52,8.87,17,2.9,4,0.68,48032
48,33,312,252,80.77,55,17.63,2,0.64,3,0.96,48033
48,34,495,428,86.46,55,11.11,7,1.41,5,1.01,48034
48,35,391,309,79.03,68,17.39,10,2.56,4,1.02,48035
48,36,335,271,80.9,52,15.52,8,2.39,4,1.19,48036
48,37,589,521,88.46,54,9.17,6,1.02,8,1.36,48037
48,38,578,480,83.04,80,13.84,11,1.9,7,1.21,48038
48,39,461,391,84.82,59,12.8,4,0.87,7,1.52,48039
48,40,502,438,87.25,54,10.76,8,1.59,2,0.4,48040
48,41,714,642,89.92,52,7.28,15,2.1,5,0.7,48041
48,42,662,599,90.48,45,6.8,15,2.27,3,0.45,48042
48,43,616,528,85.71,69,11.2,15,2.44,4,0.65,48043
48,44,717,658,91.77,55,7.67,3,0.42,1,0.14,48044
48,45,435,368,84.6,53,12.18,11,2.53,3,0.69,48045
48,46,390,323,82.82,59,15.13,6,1.54,2,0.51,48046
49,1,362,334,92.27,10,2.76,12,3.31,6,1.66,49001
49,2,390,353,90.51,25,6.41,7,1.79,5,1.28,49002
49,3,612,557,91.01,36,5.88,16,2.61,3,0.49,49003
49,4,698,614,87.97,54,7.74,21,3.01,9,1.29,49004
49,5,563,508,90.23,37,6.57,14,2.49,4,0.71,49005
49,6,514,466,90.66,36,7.0,5,0.97,7,1.36,49006
49,7,615,515,83.74,62,10.08,24,3.9,14,2.28,49007
49,8,453,399,88.08,43,9.49,9,1.99,2,0.44,49008
49,9,610,552,90.49,45,7.38,11,1.8,2,0.33,49009
49,10,544,480,88.24,49,9.01,10,1.84,5,0.92,49010
49,11,654,578,88.38,55,8.41,17,2.6,4,0.61,49011
49,12,769,683,88.82,60,7.8,17,2.21,9,1.17,49012
49,13,646,563,87.15,67,10.37,11,1.7,5,0.77,49013
49,14,478,414,86.61,49,10.25,11,2.3,4,0.84,49014
49,15,396,364,91.92,23,5.81,5,1.26,4,1.01,49015
49,16,548,472,86.13,59,10.77,5,0.91,12,2.19,49016
49,17,399,327,81.95,59,14.79,11,2.76,2,0.5,49017
49,18,758,685,90.37,40,5.28,29,3.83,4,0.53,49018
49,19,520,468,90.0,30,5.77,18,3.46,4,0.77,49019
49,20,807,749,92.81,35,4.34,16,1.98,7,0.87,49020
49,21,329,280,85.11,41,12.46,5,1.52,3,0.91,49021
49,22,541,478,88.35,42,7.76,11,2.03,10,1.85,49022
49,23,751,673,89.61,55,7.32,21,2.8,2,0.27,49023
49,24,465,426,91.61,24,5.16,10,2.15,5,1.08,49024
49,25,744,661,88.84,68,9.14,11,1.48,4,0.54,49025
49,26,657,558,84.93,72,10.96,18,2.74,9,1.37,49026
49,27,640,562,87.81,56,8.75,17,2.66,5,0.78,49027
49,28,753,682,90.57,46,6.11,23,3.05,2,0.27,49028
49,29,692,613,88.58,55,7.95,17,2.46,7,1.01,49029
49,30,657,564,85.84,66,10.05,19,2.89,8,1.22,49030
49,31,444,387,87.16,44,9.91,9,2.03,4,0.9,49031
49,32,540,489,90.56,34,6.3,11,2.04,6,1.11,49032
49,33,459,415,90.41,32,6.97,10,2.18,2,0.44,49033
50,1,416,224,53.85,179,43.03,8,1.92,5,1.2,50001
50,2,270,165,61.11,97,35.93,7,2.59,1,0.37,50002
50,3,388,226,58.25,149,38.4,5,1.29,8,2.06,50003
50,4,464,339,73.06,109,23.49,9,1.94,7,1.51,50004
50,5,309,143,46.28,156,50.49,3,0.97,7,2.27,50005
50,6,481,359,74.64,94,19.54,16,3.33,12,2.49,50006
50,7,481,380,79.0,83,17.26,10,2.08,8,1.66,50007
50,8,427,374,87.59,46,10.77,6,1.41,1,0.23,50008
50,9,358,266,74.3,77,21.51,9,2.51,6,1.68,50009
50,10,401,258,64.34,127,31.67,9,2.24,7,1.75,50010
50,11,306,110,35.95,189,61.76,3,0.98,4,1.31,50011
50,12,188,121,64.36,62,32.98,2,1.06,3,1.6,50012
50,13,469,404,86.14,44,9.38,16,3.41,5,1.07,50013
50,14,152,92,60.53,58,38.16,1,0.66,1,0.66,50014
50,15,485,378,77.94,84,17.32,10,2.06,13,2.68,50015
50,16,141,91,64.54,47,33.33,1,0.71,2,1.42,50016
50,17,415,299,72.05,98,23.61,11,2.65,7,1.69,50017
50,18,119,63,52.94,54,45.38,0,0.0,2,1.68,50018
50,19,267,217,81.27,43,16.1,6,2.25,1,0.37,50019
50,20,413,319,77.24,75,18.16,7,1.69,12,2.91,50020
50,21,383,294,76.76,76,19.84,6,1.57,7,1.83,50021
50,22,358,211,58.94,138,38.55,6,1.68,3,0.84,50022
50,23,284,195,68.66,75,26.41,2,0.7,12,4.23,50023
50,24,343,141,41.11,193,56.27,3,0.87,6,1.75,50024
50,25,416,231,55.53,172,41.35,6,1.44,7,1.68,50025
50,26,383,295,77.02,76,19.84,6,1.57,6,1.57,50026
50,27,131,77,58.78,49,37.4,2,1.53,3,2.29,50027
50,28,471,372,78.98,76,16.14,9,1.91,14,2.97,50028
50,29,352,296,84.09,43,12.22,7,1.99,6,1.7,50029
50,30,280,232,82.86,37,13.21,4,1.43,7,2.5,50030
50,31,523,458,87.57,44,8.41,15,2.87,6,1.15,50031
50,32,449,378,84.19,56,12.47,13,2.9,2,0.45,50032
50,33,374,159,42.51,205,54.81,4,1.07,6,1.6,50033
50,34,593,393,66.27,181,30.52,11,1.85,8,1.35,50034
50,35,541,458,84.66,71,13.12,12,2.22,0,0.0,50035
50,36,396,316,79.8,66,16.67,10,2.53,4,1.01,50036
50,37,461,369,80.04,72,15.62,13,2.82,7,1.52,50037
50,38,186,128,68.82,54,29.03,2,1.08,2,1.08,50038
50,39,261,162,62.07,86,32.95,4,1.53,9,3.45,50039
50,40,434,158,36.41,260,59.91,5,1.15,11,2.53,50040
