ward,precinct,total,"Levander ''Van'' Smith, Jr.","Levander ''Van'' Smith, Jr. Percent",Suzanne Therese McEneely,Suzanne Therese McEneely Percent,Megan Kathleen Mulay,Megan Kathleen Mulay Percent,precinct_id
50,24,104,42,40.38,34,32.69,28,26.92,50024
50,25,146,49,33.56,53,36.3,44,30.14,50025
50,26,142,47,33.1,49,34.51,46,32.39,50026
50,27,50,16,32.0,22,44.0,12,24.0,50027
50,28,183,51,27.87,69,37.7,63,34.43,50028
50,29,129,52,40.31,49,37.98,28,21.71,50029
50,30,127,44,34.65,45,35.43,38,29.92,50030
50,31,209,91,43.54,69,33.01,49,23.44,50031
50,32,179,56,31.28,79,44.13,44,24.58,50032
50,33,139,50,35.97,41,29.5,48,34.53,50033
50,34,283,109,38.52,90,31.8,84,29.68,50034
50,35,281,109,38.79,102,36.3,70,24.91,50035
50,36,219,79,36.07,85,38.81,55,25.11,50036
50,37,221,85,38.46,72,32.58,64,28.96,50037
50,38,80,29,36.25,27,33.75,24,30.0,50038
50,39,86,22,25.58,34,39.53,30,34.88,50039
50,40,136,45,33.09,55,40.44,36,26.47,50040
