ward,precinct,total,Ann Collins Dole,Ann Collins Dole Percent,Joanne Guillemette,Joanne Guillemette Percent,Paul M. McMahon,Paul M. McMahon Percent,Aurelia Marie Pucinski,Aurelia Marie Pucinski Percent,precinct_id
32,29,97,33,34.02,15,15.46,8,8.25,41,42.27,32029
32,30,55,20,36.36,5,9.09,11,20.0,19,34.55,32030
32,31,109,39,35.78,22,20.18,19,17.43,29,26.61,32031
32,32,63,30,47.62,6,9.52,7,11.11,20,31.75,32032
32,33,79,22,27.85,11,13.92,11,13.92,35,44.3,32033
32,34,103,29,28.16,32,31.07,5,4.85,37,35.92,32034
32,35,120,32,26.67,37,30.83,8,6.67,43,35.83,32035
32,36,87,35,40.23,15,17.24,6,6.9,31,35.63,32036
32,37,65,18,27.69,10,15.38,5,7.69,32,49.23,32037
32,38,75,28,37.33,16,21.33,9,12.0,22,29.33,32038
32,39,82,24,29.27,8,9.76,13,15.85,37,45.12,32039
32,40,91,35,38.46,9,9.89,12,13.19,35,38.46,32040
32,41,100,23,23.0,13,13.0,12,12.0,52,52.0,32041
32,42,101,32,31.68,19,18.81,12,11.88,38,37.62,32042
32,43,91,36,39.56,14,15.38,5,5.49,36,39.56,32043
32,44,89,25,28.09,15,16.85,13,14.61,36,40.45,32044
32,45,78,24,30.77,14,17.95,12,15.38,28,35.9,32045
32,46,55,6,10.91,11,20.0,5,9.09,33,60.0,32046
32,47,88,31,35.23,17,19.32,5,5.68,35,39.77,32047
32,48,94,26,27.66,13,13.83,19,20.21,36,38.3,32048
32,49,49,20,40.82,6,12.24,5,10.2,18,36.73,32049
32,50,79,34,43.04,8,10.13,10,12.66,27,34.18,32050
32,51,78,37,47.44,10,12.82,10,12.82,21,26.92,32051
32,52,39,8,20.51,10,25.64,5,12.82,16,41.03,32052
33,1,137,37,27.01,11,8.03,15,10.95,74,54.01,33001
33,2,148,24,16.22,15,10.14,23,15.54,86,58.11,33002
33,3,139,30,21.58,17,12.23,13,9.35,79,56.83,33003
33,4,136,20,14.71,10,7.35,10,7.35,96,70.59,33004
33,5,102,23,22.55,14,13.73,11,10.78,54,52.94,33005
33,6,172,25,14.53,9,5.23,12,6.98,126,73.26,33006
33,7,214,90,42.06,19,8.88,29,13.55,76,35.51,33007
33,8,105,32,30.48,15,14.29,18,17.14,40,38.1,33008
33,9,153,33,21.57,19,12.42,18,11.76,83,54.25,33009
33,10,205,39,19.02,16,7.8,26,12.68,124,60.49,33010
33,11,144,34,23.61,13,9.03,14,9.72,83,57.64,33011
33,12,191,22,11.52,22,11.52,18,9.42,129,67.54,33012
33,13,194,41,21.13,28,14.43,32,16.49,93,47.94,33013
33,14,85,18,21.18,21,24.71,12,14.12,34,40.0,33014
33,15,130,22,16.92,12,9.23,25,19.23,71,54.62,33015
33,16,131,28,21.37,22,16.79,16,12.21,65,49.62,33016
33,17,179,34,18.99,14,7.82,16,8.94,115,64.25,33017
33,18,36,9,25.0,4,11.11,5,13.89,18,50.0,33018
33,19,164,28,17.07,24,14.63,23,14.02,89,54.27,33019
33,20,131,27,20.61,8,6.11,22,16.79,74,56.49,33020
33,21,178,26,14.61,29,16.29,38,21.35,85,47.75,33021
33,22,228,34,14.91,22,9.65,15,6.58,157,68.86,33022
33,23,142,38,26.76,12,8.45,19,13.38,73,51.41,33023
33,24,212,92,43.4,16,7.55,22,10.38,82,38.68,33024
33,25,159,25,15.72,21,13.21,23,14.47,90,56.6,33025
33,26,114,37,32.46,18,15.79,8,7.02,51,44.74,33026
33,27,85,22,25.88,10,11.76,16,18.82,37,43.53,33027
34,1,322,57,17.7,162,50.31,19,5.9,84,26.09,34001
34,2,218,48,22.02,93,42.66,18,8.26,59,27.06,34002
34,3,222,60,27.03,91,40.99,14,6.31,57,25.68,34003
34,4,175,25,14.29,115,65.71,11,6.29,24,13.71,34004
34,5,183,48,26.23,74,40.44,15,8.2,46,25.14,34005
34,6,118,32,27.12,44,37.29,16,13.56,26,22.03,34006
34,7,285,42,14.74,161,56.49,21,7.37,61,21.4,34007
34,8,209,44,21.05,83,39.71,16,7.66,66,31.58,34008
34,9,139,41,29.5,50,35.97,9,6.47,39,28.06,34009
34,10,200,35,17.5,82,41.0,14,7.0,69,34.5,34010
34,11,147,30,20.41,70,47.62,12,8.16,35,23.81,34011
34,12,203,43,21.18,84,41.38,25,12.32,51,25.12,34012
34,13,234,53,22.65,88,37.61,26,11.11,67,28.63,34013
34,14,167,32,19.16,81,48.5,17,10.18,37,22.16,34014
34,15,143,30,20.98,73,51.05,13,9.09,27,18.88,34015
34,16,120,34,28.33,36,30.0,20,16.67,30,25.0,34016
34,17,168,34,20.24,57,33.93,31,18.45,46,27.38,34017
34,18,174,31,17.82,86,49.43,21,12.07,36,20.69,34018
34,19,50,11,22.0,22,44.0,5,10.0,12,24.0,34019
34,20,225,52,23.11,97,43.11,16,7.11,60,26.67,34020
34,21,251,61,24.3,111,44.22,21,8.37,58,23.11,34021
34,22,253,41,16.21,137,54.15,12,4.74,63,24.9,34022
34,23,167,39,23.35,67,40.12,8,4.79,53,31.74,34023
34,24,185,52,28.11,75,40.54,20,10.81,38,20.54,34024
34,25,221,63,28.51,73,33.03,19,8.6,66,29.86,34025
34,26,133,24,18.05,75,56.39,9,6.77,25,18.8,34026
34,27,149,37,24.83,59,39.6,18,12.08,35,23.49,34027
34,28,125,23,18.4,70,56.0,14,11.2,18,14.4,34028
34,29,192,49,25.52,79,41.15,18,9.38,46,23.96,34029
34,30,242,70,28.93,99,40.91,15,6.2,58,23.97,34030
34,31,81,25,30.86,20,24.69,13,16.05,23,28.4,34031
34,32,262,46,17.56,163,62.21,9,3.44,44,16.79,34032
34,33,77,13,16.88,43,55.84,3,3.9,18,23.38,34033
34,34,247,48,19.43,108,43.72,22,8.91,69,27.94,34034
34,35,225,42,18.67,109,48.44,20,8.89,54,24.0,34035
34,36,220,49,22.27,78,35.45,26,11.82,67,30.45,34036
34,37,166,38,22.89,84,50.6,15,9.04,29,17.47,34037
34,38,138,26,18.84,71,51.45,11,7.97,30,21.74,34038
34,39,114,25,21.93,60,52.63,7,6.14,22,19.3,34039
34,40,202,33,16.34,95,47.03,18,8.91,56,27.72,34040
34,41,135,35,25.93,51,37.78,10,7.41,39,28.89,34041
34,42,230,63,27.39,100,43.48,16,6.96,51,22.17,34042
34,43,258,55,21.32,115,44.57,19,7.36,69,26.74,34043
34,44,263,54,20.53,129,49.05,22,8.37,58,22.05,34044
34,45,159,32,20.13,62,38.99,19,11.95,46,28.93,34045
34,46,168,44,26.19,72,42.86,11,6.55,41,24.4,34046
34,47,117,21,17.95,68,58.12,6,5.13,22,18.8,34047
34,48,262,54,20.61,125,47.71,14,5.34,69,26.34,34048
34,49,291,81,27.84,108,37.11,29,9.97,73,25.09,34049
34,50,176,47,26.7,52,29.55,29,16.48,48,27.27,34050
34,51,283,57,20.14,141,49.82,14,4.95,71,25.09,34051
34,52,127,31,24.41,58,45.67,11,8.66,27,21.26,34052
34,53,139,38,27.34,42,30.22,12,8.63,47,33.81,34053
34,54,161,38,23.6,80,49.69,13,8.07,30,18.63,34054
34,55,220,65,29.55,83,37.73,20,9.09,52,23.64,34055
34,56,82,24,29.27,35,42.68,5,6.1,18,21.95,34056
34,57,184,41,22.28,72,39.13,18,9.78,53,28.8,34057
34,58,202,43,21.29,88,43.56,13,6.44,58,28.71,34058
34,59,174,42,24.14,85,48.85,13,7.47,34,19.54,34059
34,60,186,38,20.43,78,41.94,17,9.14,53,28.49,34060
35,1,95,31,32.63,21,22.11,15,15.79,28,29.47,35001
35,2,82,23,28.05,7,8.54,11,13.41,41,50.0,35002
35,3,62,14,22.58,12,19.35,7,11.29,29,46.77,35003
35,4,125,19,15.2,26,20.8,17,13.6,63,50.4,35004
35,5,100,21,21.0,13,13.0,20,20.0,46,46.0,35005
35,6,117,27,23.08,15,12.82,15,12.82,60,51.28,35006
35,7,119,38,31.93,20,16.81,15,12.61,46,38.66,35007
35,8,79,24,30.38,15,18.99,12,15.19,28,35.44,35008
35,9,93,31,33.33,15,16.13,11,11.83,36,38.71,35009
35,10,97,18,18.56,23,23.71,14,14.43,42,43.3,35010
35,11,94,27,28.72,15,15.96,6,6.38,46,48.94,35011
35,12,120,31,25.83,23,19.17,18,15.0,48,40.0,35012
35,13,28,3,10.71,5,17.86,3,10.71,17,60.71,35013
35,14,144,34,23.61,31,21.53,16,11.11,63,43.75,35014
35,15,98,30,30.61,18,18.37,9,9.18,41,41.84,35015
35,16,116,29,25.0,23,19.83,15,12.93,49,42.24,35016
35,17,115,27,23.48,19,16.52,13,11.3,56,48.7,35017
35,18,121,28,23.14,21,17.36,14,11.57,58,47.93,35018
35,19,102,37,36.27,15,14.71,7,6.86,43,42.16,35019
35,20,103,30,29.13,19,18.45,17,16.5,37,35.92,35020
35,21,99,28,28.28,12,12.12,14,14.14,45,45.45,35021
35,22,34,11,32.35,5,14.71,3,8.82,15,44.12,35022
35,23,69,13,18.84,13,18.84,11,15.94,32,46.38,35023
35,24,66,17,25.76,4,6.06,6,9.09,39,59.09,35024
35,25,87,31,35.63,20,22.99,8,9.2,28,32.18,35025
35,26,141,34,24.11,19,13.48,21,14.89,67,47.52,35026
35,27,137,45,32.85,16,11.68,16,11.68,60,43.8,35027
35,28,93,28,30.11,22,23.66,7,7.53,36,38.71,35028
35,29,116,28,24.14,8,6.9,22,18.97,58,50.0,35029
35,30,132,44,33.33,16,12.12,14,10.61,58,43.94,35030
35,31,52,11,21.15,9,17.31,8,15.38,24,46.15,35031
35,32,84,16,19.05,19,22.62,12,14.29,37,44.05,35032
35,33,120,31,25.83,24,20.0,19,15.83,46,38.33,35033
35,34,97,29,29.9,18,18.56,9,9.28,41,42.27,35034
35,35,110,25,22.73,12,10.91,14,12.73,59,53.64,35035
35,36,57,21,36.84,10,17.54,3,5.26,23,40.35,35036
36,1,133,21,15.79,53,39.85,14,10.53,45,33.83,36001
36,2,116,10,8.62,48,41.38,12,10.34,46,39.66,36002
36,3,219,30,13.7,112,51.14,9,4.11,68,31.05,36003
36,4,57,9,15.79,25,43.86,5,8.77,18,31.58,36004
36,5,97,13,13.4,25,25.77,8,8.25,51,52.58,36005
36,6,120,12,10.0,32,26.67,12,10.0,64,53.33,36006
36,7,91,14,15.38,24,26.37,9,9.89,44,48.35,36007
36,8,132,14,10.61,33,25.0,18,13.64,67,50.76,36008
36,9,116,8,6.9,37,31.9,14,12.07,57,49.14,36009
36,10,83,14,16.87,20,24.1,6,7.23,43,51.81,36010
36,11,164,17,10.37,50,30.49,30,18.29,67,40.85,36011
36,12,85,15,17.65,15,17.65,17,20.0,38,44.71,36012
36,13,262,16,6.11,152,58.02,25,9.54,69,26.34,36013
36,14,163,13,7.98,83,50.92,13,7.98,54,33.13,36014
36,15,119,20,16.81,48,40.34,9,7.56,42,35.29,36015
36,16,243,58,23.87,67,27.57,23,9.47,95,39.09,36016
36,17,124,13,10.48,44,35.48,13,10.48,54,43.55,36017
36,18,175,25,14.29,31,17.71,22,12.57,97,55.43,36018
36,19,152,17,11.18,68,44.74,17,11.18,50,32.89,36019
36,20,146,14,9.59,66,45.21,13,8.9,53,36.3,36020
36,21,202,25,12.38,71,35.15,27,13.37,79,39.11,36021
36,22,173,33,19.08,34,19.65,14,8.09,92,53.18,36022
36,23,87,16,18.39,39,44.83,6,6.9,26,29.89,36023
36,24,150,34,22.67,67,44.67,11,7.33,38,25.33,36024
36,25,90,15,16.67,19,21.11,17,18.89,39,43.33,36025
36,26,134,18,13.43,23,17.16,11,8.21,82,61.19,36026
36,27,76,7,9.21,14,18.42,11,14.47,44,57.89,36027
36,28,135,19,14.07,52,38.52,14,10.37,50,37.04,36028
36,29,110,15,13.64,21,19.09,16,14.55,58,52.73,36029
36,30,147,20,13.61,26,17.69,25,17.01,76,51.7,36030
36,31,146,10,6.85,62,42.47,17,11.64,57,39.04,36031
36,32,118,11,9.32,17,14.41,20,16.95,70,59.32,36032
36,33,125,23,18.4,44,35.2,17,13.6,41,32.8,36033
36,34,104,12,11.54,27,25.96,14,13.46,51,49.04,36034
36,35,183,19,10.38,75,40.98,25,13.66,64,34.97,36035
36,36,107,12,11.21,23,21.5,19,17.76,53,49.53,36036
36,37,87,16,18.39,22,25.29,12,13.79,37,42.53,36037
36,38,77,7,9.09,25,32.47,9,11.69,36,46.75,36038
36,39,118,10,8.47,36,30.51,16,13.56,56,47.46,36039
36,40,127,12,9.45,23,18.11,21,16.54,71,55.91,36040
36,41,95,16,16.84,19,20.0,13,13.68,47,49.47,36041
36,42,103,10,9.71,35,33.98,12,11.65,46,44.66,36042
36,43,93,11,11.83,16,17.2,17,18.28,49,52.69,36043
36,44,169,38,22.49,43,25.44,17,10.06,71,42.01,36044
36,45,161,38,23.6,37,22.98,16,9.94,70,43.48,36045
36,46,103,17,16.5,17,16.5,9,8.74,60,58.25,36046
36,47,107,9,8.41,39,36.45,16,14.95,43,40.19,36047
36,48,111,15,13.51,29,26.13,21,18.92,46,41.44,36048
36,49,139,14,10.07,31,22.3,21,15.11,73,52.52,36049
36,50,128,16,12.5,59,46.09,12,9.38,41,32.03,36050
36,51,158,21,13.29,74,46.84,19,12.03,44,27.85,36051
36,52,107,20,18.69,32,29.91,7,6.54,48,44.86,36052
36,53,100,13,13.0,35,35.0,6,6.0,46,46.0,36053
36,54,184,43,23.37,78,42.39,11,5.98,52,28.26,36054
36,55,218,25,11.47,76,34.86,24,11.01,93,42.66,36055
37,1,80,13,16.25,17,21.25,15,18.75,35,43.75,37001
37,2,117,33,28.21,37,31.62,11,9.4,36,30.77,37002
37,3,59,18,30.51,6,10.17,10,16.95,25,42.37,37003
37,4,126,53,42.06,34,26.98,11,8.73,28,22.22,37004
37,5,182,34,18.68,108,59.34,16,8.79,24,13.19,37005
37,6,170,40,23.53,61,35.88,19,11.18,50,29.41,37006
37,7,172,38,22.09,84,48.84,13,7.56,37,21.51,37007
37,8,106,38,35.85,28,26.42,12,11.32,28,26.42,37008
37,9,152,48,31.58,39,25.66,24,15.79,41,26.97,37009
37,10,159,36,22.64,62,38.99,15,9.43,46,28.93,37010
37,11,36,15,41.67,2,5.56,5,13.89,14,38.89,37011
37,12,72,23,31.94,17,23.61,5,6.94,27,37.5,37012
37,13,126,42,33.33,42,33.33,10,7.94,32,25.4,37013
37,14,204,75,36.76,62,30.39,20,9.8,47,23.04,37014
37,15,157,45,28.66,48,30.57,21,13.38,43,27.39,37015
37,16,160,42,26.25,57,35.63,16,10.0,45,28.13,37016
37,17,130,29,22.31,49,37.69,17,13.08,35,26.92,37017
37,18,168,42,25.0,85,50.6,11,6.55,30,17.86,37018
37,19,100,18,18.0,25,25.0,9,9.0,48,48.0,37019
37,20,138,44,31.88,35,25.36,15,10.87,44,31.88,37020
37,21,157,42,26.75,40,25.48,26,16.56,49,31.21,37021
37,22,90,22,24.44,49,54.44,11,12.22,8,8.89,37022
37,23,111,32,28.83,30,27.03,17,15.32,32,28.83,37023
37,24,143,40,27.97,62,43.36,13,9.09,28,19.58,37024
37,25,172,54,31.4,41,23.84,22,12.79,55,31.98,37025
37,26,161,55,34.16,47,29.19,22,13.66,37,22.98,37026
37,27,179,63,35.2,62,34.64,20,11.17,34,18.99,37027
37,28,153,46,30.07,57,37.25,13,8.5,37,24.18,37028
37,29,158,26,16.46,96,60.76,11,6.96,25,15.82,37029
37,30,118,43,36.44,27,22.88,14,11.86,34,28.81,37030
37,31,178,54,30.34,61,34.27,20,11.24,43,24.16,37031
37,32,144,43,29.86,36,25.0,16,11.11,49,34.03,37032
37,33,128,31,24.22,42,32.81,26,20.31,29,22.66,37033
37,34,158,58,36.71,49,31.01,11,6.96,40,25.32,37034
37,35,158,30,18.99,81,51.27,13,8.23,34,21.52,37035
37,36,155,43,27.74,35,22.58,27,17.42,50,32.26,37036
37,37,156,44,28.21,59,37.82,18,11.54,35,22.44,37037
37,38,171,45,26.32,66,38.6,21,12.28,39,22.81,37038
37,39,129,18,13.95,27,20.93,18,13.95,66,51.16,37039
37,40,158,39,24.68,69,43.67,14,8.86,36,22.78,37040
37,41,190,50,26.32,76,40.0,15,7.89,49,25.79,37041
37,42,75,27,36.0,8,10.67,8,10.67,32,42.67,37042
37,43,136,42,30.88,43,31.62,12,8.82,39,28.68,37043
38,1,104,23,22.12,16,15.38,12,11.54,53,50.96,38001
38,2,88,9,10.23,12,13.64,4,4.55,63,71.59,38002
38,3,83,13,15.66,11,13.25,14,16.87,45,54.22,38003
38,4,51,14,27.45,9,17.65,10,19.61,18,35.29,38004
38,5,176,42,23.86,25,14.2,22,12.5,87,49.43,38005
38,6,101,18,17.82,17,16.83,15,14.85,51,50.5,38006
38,7,96,26,27.08,10,10.42,15,15.63,45,46.88,38007
38,8,78,15,19.23,5,6.41,16,20.51,42,53.85,38008
38,9,84,24,28.57,15,17.86,13,15.48,32,38.1,38009
38,10,136,51,37.5,8,5.88,20,14.71,57,41.91,38010
38,11,71,14,19.72,7,9.86,10,14.08,40,56.34,38011
38,12,129,21,16.28,13,10.08,24,18.6,71,55.04,38012
38,13,81,13,16.05,12,14.81,10,12.35,46,56.79,38013
38,14,90,14,15.56,12,13.33,20,22.22,44,48.89,38014
38,15,85,8,9.41,8,9.41,24,28.24,45,52.94,38015
38,16,121,19,15.7,20,16.53,13,10.74,69,57.02,38016
38,17,102,19,18.63,17,16.67,11,10.78,55,53.92,38017
38,18,122,17,13.93,25,20.49,15,12.3,65,53.28,38018
38,19,139,23,16.55,22,15.83,18,12.95,76,54.68,38019
38,20,126,35,27.78,12,9.52,17,13.49,62,49.21,38020
38,21,105,17,16.19,16,15.24,19,18.1,53,50.48,38021
38,22,110,17,15.45,11,10.0,17,15.45,65,59.09,38022
38,23,75,14,18.67,13,17.33,12,16.0,36,48.0,38023
38,24,68,13,19.12,14,20.59,7,10.29,34,50.0,38024
38,25,101,13,12.87,38,37.62,16,15.84,34,33.66,38025
38,26,71,12,16.9,11,15.49,8,11.27,40,56.34,38026
38,27,71,9,12.68,12,16.9,6,8.45,44,61.97,38027
38,28,89,12,13.48,10,11.24,19,21.35,48,53.93,38028
38,29,93,16,17.2,14,15.05,11,11.83,52,55.91,38029
38,30,87,22,25.29,10,11.49,11,12.64,44,50.57,38030
38,31,128,26,20.31,24,18.75,15,11.72,63,49.22,38031
38,32,112,17,15.18,7,6.25,20,17.86,68,60.71,38032
38,33,90,15,16.67,10,11.11,16,17.78,49,54.44,38033
38,34,72,8,11.11,24,33.33,12,16.67,28,38.89,38034
38,35,121,23,19.01,18,14.88,20,16.53,60,49.59,38035
38,36,102,17,16.67,13,12.75,16,15.69,56,54.9,38036
38,37,100,19,19.0,12,12.0,11,11.0,58,58.0,38037
38,38,136,31,22.79,13,9.56,18,13.24,74,54.41,38038
38,39,102,20,19.61,11,10.78,11,10.78,60,58.82,38039
38,40,95,15,15.79,12,12.63,18,18.95,50,52.63,38040
38,41,145,30,20.69,29,20.0,25,17.24,61,42.07,38041
38,42,132,38,28.79,16,12.12,20,15.15,58,43.94,38042
38,43,123,22,17.89,18,14.63,19,15.45,64,52.03,38043
38,44,102,19,18.63,15,14.71,12,11.76,56,54.9,38044
38,45,108,25,23.15,16,14.81,18,16.67,49,45.37,38045
38,46,96,14,14.58,19,19.79,17,17.71,46,47.92,38046
38,47,98,9,9.18,7,7.14,22,22.45,60,61.22,38047
38,48,117,24,20.51,15,12.82,19,16.24,59,50.43,38048
38,49,85,5,5.88,12,14.12,12,14.12,56,65.88,38049
38,50,122,28,22.95,20,16.39,23,18.85,51,41.8,38050
38,51,75,9,12.0,12,16.0,12,16.0,42,56.0,38051
38,52,116,7,6.03,24,20.69,20,17.24,65,56.03,38052
38,53,27,5,18.52,5,18.52,2,7.41,15,55.56,38053
39,1,127,29,22.83,17,13.39,25,19.69,56,44.09,39001
39,2,177,41,23.16,25,14.12,36,20.34,75,42.37,39002
39,3,141,30,21.28,33,23.4,24,17.02,54,38.3,39003
39,4,103,21,20.39,15,14.56,16,15.53,51,49.51,39004
39,5,75,22,29.33,8,10.67,7,9.33,38,50.67,39005
39,6,105,23,21.9,12,11.43,18,17.14,52,49.52,39006
39,7,81,16,19.75,20,24.69,13,16.05,32,39.51,39007
39,8,135,26,19.26,59,43.7,13,9.63,37,27.41,39008
39,9,127,11,8.66,57,44.88,12,9.45,47,37.01,39009
39,10,100,27,27.0,18,18.0,13,13.0,42,42.0,39010
39,11,173,26,15.03,54,31.21,20,11.56,73,42.2,39011
39,12,71,12,16.9,11,15.49,9,12.68,39,54.93,39012
39,13,52,19,36.54,5,9.62,3,5.77,25,48.08,39013
39,14,80,19,23.75,13,16.25,11,13.75,37,46.25,39014
39,15,106,26,24.53,20,18.87,18,16.98,42,39.62,39015
39,16,56,12,21.43,7,12.5,8,14.29,29,51.79,39016
39,17,76,23,30.26,12,15.79,13,17.11,28,36.84,39017
39,18,110,36,32.73,13,11.82,12,10.91,49,44.55,39018
39,19,85,17,20.0,13,15.29,13,15.29,42,49.41,39019
39,20,106,25,23.58,10,9.43,18,16.98,53,50.0,39020
39,21,85,9,10.59,19,22.35,11,12.94,46,54.12,39021
39,22,85,14,16.47,27,31.76,11,12.94,33,38.82,39022
39,23,76,20,26.32,19,25.0,5,6.58,32,42.11,39023
39,24,80,20,25.0,19,23.75,11,13.75,30,37.5,39024
39,25,107,23,21.5,14,13.08,18,16.82,52,48.6,39025
39,26,108,23,21.3,20,18.52,14,12.96,51,47.22,39026
39,27,132,39,29.55,21,15.91,19,14.39,53,40.15,39027
39,28,109,28,25.69,20,18.35,11,10.09,50,45.87,39028
39,29,114,34,29.82,13,11.4,14,12.28,53,46.49,39029
39,30,60,6,10.0,11,18.33,5,8.33,38,63.33,39030
39,31,54,13,24.07,13,24.07,14,25.93,14,25.93,39031
39,32,98,22,22.45,20,20.41,16,16.33,40,40.82,39032
39,33,121,40,33.06,19,15.7,17,14.05,45,37.19,39033
39,34,115,17,14.78,24,20.87,11,9.57,63,54.78,39034
39,35,131,48,36.64,15,11.45,16,12.21,52,39.69,39035
39,36,136,33,24.26,31,22.79,12,8.82,60,44.12,39036
39,37,162,39,24.07,26,16.05,19,11.73,78,48.15,39037
39,38,124,48,38.71,14,11.29,17,13.71,45,36.29,39038
39,39,56,11,19.64,7,12.5,10,17.86,28,50.0,39039
39,40,75,16,21.33,11,14.67,14,18.67,34,45.33,39040
39,41,46,16,34.78,11,23.91,3,6.52,16,34.78,39041
39,42,121,28,23.14,18,14.88,20,16.53,55,45.45,39042
39,43,90,36,40.0,9,10.0,8,8.89,37,41.11,39043
39,44,98,24,24.49,19,19.39,10,10.2,45,45.92,39044
39,45,60,18,30.0,8,13.33,7,11.67,27,45.0,39045
39,46,103,19,18.45,15,14.56,18,17.48,51,49.51,39046
39,47,65,13,20.0,15,23.08,12,18.46,25,38.46,39047
40,1,73,18,24.66,10,13.7,11,15.07,34,46.58,40001
40,2,84,19,22.62,13,15.48,10,11.9,42,50.0,40002
40,3,90,32,35.56,12,13.33,11,12.22,35,38.89,40003
40,4,123,50,40.65,14,11.38,14,11.38,45,36.59,40004
40,5,96,24,25.0,15,15.63,6,6.25,51,53.13,40005
40,6,80,30,37.5,5,6.25,15,18.75,30,37.5,40006
40,7,102,34,33.33,11,10.78,14,13.73,43,42.16,40007
40,8,22,4,,0,,5,,13,,40008
40,9,66,18,27.27,4,6.06,12,18.18,32,48.48,40009
40,10,132,29,21.97,5,3.79,27,20.45,71,53.79,40010
40,11,78,23,29.49,15,19.23,18,23.08,22,28.21,40011
40,12,89,32,35.96,14,15.73,8,8.99,35,39.33,40012
40,13,112,47,41.96,13,11.61,16,14.29,36,32.14,40013
40,14,67,17,25.37,9,13.43,12,17.91,29,43.28,40014
40,15,114,26,22.81,15,13.16,12,10.53,61,53.51,40015
40,16,143,70,48.95,18,12.59,20,13.99,35,24.48,40016
40,17,68,24,35.29,3,4.41,9,13.24,32,47.06,40017
40,18,97,19,19.59,13,13.4,12,12.37,53,54.64,40018
40,19,102,22,21.57,16,15.69,14,13.73,50,49.02,40019
40,20,94,23,24.47,6,6.38,6,6.38,59,62.77,40020
40,21,100,27,27.0,10,10.0,10,10.0,53,53.0,40021
40,22,33,12,36.36,3,9.09,7,21.21,11,33.33,40022
40,23,107,34,31.78,15,14.02,23,21.5,35,32.71,40023
40,24,58,15,25.86,5,8.62,7,12.07,31,53.45,40024
40,25,79,16,20.25,8,10.13,14,17.72,41,51.9,40025
40,26,136,57,41.91,10,7.35,8,5.88,61,44.85,40026
40,27,100,33,33.0,12,12.0,16,16.0,39,39.0,40027
40,28,107,36,33.64,16,14.95,9,8.41,46,42.99,40028
40,29,142,39,27.46,19,13.38,18,12.68,66,46.48,40029
40,30,158,38,24.05,15,9.49,16,10.13,89,56.33,40030
40,31,108,17,15.74,9,8.33,12,11.11,70,64.81,40031
40,32,55,9,16.36,7,12.73,11,20.0,28,50.91,40032
40,33,91,34,37.36,10,10.99,11,12.09,36,39.56,40033
40,34,81,21,25.93,5,6.17,8,9.88,47,58.02,40034
40,35,93,36,38.71,12,12.9,14,15.05,31,33.33,40035
40,36,114,30,26.32,11,9.65,9,7.89,64,56.14,40036
40,37,77,24,31.17,12,15.58,9,11.69,32,41.56,40037
40,38,52,12,23.08,7,13.46,5,9.62,28,53.85,40038
40,39,97,30,30.93,15,15.46,10,10.31,42,43.3,40039
40,40,69,29,42.03,3,4.35,10,14.49,27,39.13,40040
40,41,112,46,41.07,9,8.04,8,7.14,49,43.75,40041
40,42,104,29,27.88,8,7.69,16,15.38,51,49.04,40042
40,43,99,40,40.4,14,14.14,13,13.13,32,32.32,40043
40,44,60,17,28.33,6,10.0,9,15.0,28,46.67,40044
40,45,129,40,31.01,17,13.18,16,12.4,56,43.41,40045
40,46,117,41,35.04,12,10.26,18,15.38,46,39.32,40046
40,47,102,34,33.33,20,19.61,14,13.73,34,33.33,40047
40,48,79,25,31.65,8,10.13,9,11.39,37,46.84,40048
40,49,54,16,29.63,9,16.67,9,16.67,20,37.04,40049
41,1,143,17,11.89,18,12.59,31,21.68,77,53.85,41001
41,2,200,27,13.5,22,11.0,45,22.5,106,53.0,41002
41,3,147,19,12.93,22,14.97,32,21.77,74,50.34,41003
41,4,160,21,13.13,10,6.25,46,28.75,83,51.88,41004
41,5,131,21,16.03,11,8.4,34,25.95,65,49.62,41005
41,6,159,36,22.64,9,5.66,25,15.72,89,55.97,41006
41,7,165,15,9.09,8,4.85,42,25.45,100,60.61,41007
41,8,142,14,9.86,8,5.63,28,19.72,92,64.79,41008
41,9,133,26,19.55,13,9.77,28,21.05,66,49.62,41009
41,10,143,20,13.99,11,7.69,30,20.98,82,57.34,41010
41,11,145,16,11.03,22,15.17,23,15.86,84,57.93,41011
41,12,154,25,16.23,19,12.34,17,11.04,93,60.39,41012
41,13,79,7,8.86,9,11.39,9,11.39,54,68.35,41013
41,14,204,46,22.55,14,6.86,27,13.24,117,57.35,41014
41,15,124,16,12.9,7,5.65,33,26.61,68,54.84,41015
41,16,144,24,16.67,18,12.5,33,22.92,69,47.92,41016
41,17,150,27,18.0,8,5.33,16,10.67,99,66.0,41017
41,18,129,17,13.18,17,13.18,27,20.93,68,52.71,41018
41,19,200,41,20.5,21,10.5,35,17.5,103,51.5,41019
41,20,170,21,12.35,20,11.76,21,12.35,108,63.53,41020
41,21,155,24,15.48,15,9.68,35,22.58,81,52.26,41021
41,22,140,30,21.43,17,12.14,26,18.57,67,47.86,41022
41,23,135,17,12.59,16,11.85,18,13.33,84,62.22,41023
41,24,143,22,15.38,15,10.49,18,12.59,88,61.54,41024
41,25,48,5,10.42,7,14.58,13,27.08,23,47.92,41025
41,26,64,14,21.88,6,9.38,13,20.31,31,48.44,41026
41,27,32,5,15.63,3,9.38,6,18.75,18,56.25,41027
